,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.53,0.19,0.54,0.63,0.25,0.4,0.47,0.97,0.44,0.53,0.64,0.68,0.61,0.41,0.6,0.27,0.77,0.36,0.47,0.59
decidr.csv,0.65,0.24,0.57,0.69,0.25,0.45,0.61,0.75,0.42,0.56,0.98,0.66,0.66,0.41,0.51,0.27,0.57,0.39,0.4,0.6
elmo.csv,0.06,1.0,0.0,0.0,0.0,0.0,0.2,0.02,0.04,0.0,0.15,0.0,0.02,0.0,0.08,0.04,0.0,0.0,0.16,0.15
gpac.csv,0.47,0.05,0.34,0.48,0.22,0.38,0.55,0.51,0.4,0.56,0.55,0.98,0.51,0.25,0.53,0.23,0.6,0.39,0.31,0.37
img-browse-sort.csv,0.31,0.17,0.22,0.36,0.29,0.33,0.48,0.11,0.14,0.45,0.34,0.24,0.2,0.24,0.51,0.22,0.6,1.0,0.25,0.26
jajuk.csv,0.58,0.18,0.54,0.98,0.31,0.41,0.6,0.75,0.52,0.39,0.61,0.42,0.64,0.33,0.67,0.2,0.63,0.45,0.44,0.47
ktc.csv,0.99,0.0,0.57,0.5,0.38,0.39,0.44,0.51,0.59,0.58,0.57,0.48,0.49,0.46,0.62,0.29,0.71,0.32,0.52,0.44
nativeclient.csv,0.63,0.0,0.54,0.69,0.24,0.43,0.57,0.62,0.51,0.56,0.71,0.59,0.49,0.56,0.54,0.24,0.8,0.4,0.48,0.99
neoengine.csv,0.57,0.13,0.97,0.53,0.33,0.32,0.59,0.77,0.48,0.47,0.39,0.57,0.64,0.13,0.57,0.23,0.47,0.43,0.58,0.53
nicepress.csv,0.54,0.0,0.49,0.37,0.29,0.35,0.3,0.49,0.51,0.97,0.4,0.49,0.51,0.1,0.51,0.32,0.56,0.27,0.46,0.34
omseek.csv,0.5,0.29,0.13,0.32,0.0,0.05,0.57,0.04,0.07,0.48,0.41,0.16,0.19,0.33,0.29,0.94,0.18,0.12,0.54,0.28
rosegarden.csv,0.66,0.0,0.54,0.52,0.44,0.33,0.45,0.59,0.97,0.41,0.4,0.5,0.52,0.31,0.54,0.32,0.6,0.11,0.49,0.34
sigil.csv,0.61,0.19,0.56,0.61,0.29,0.44,0.52,0.69,0.47,0.56,0.57,0.5,0.61,0.36,0.62,0.32,1.0,0.3,0.41,0.53
smarttag.csv,0.2,0.0,0.07,0.16,0.11,0.28,0.3,0.42,0.13,0.39,0.25,0.43,0.45,1.0,0.14,0.05,0.11,0.0,0.41,0.1
sylpheed-claws.csv,0.53,0.16,0.56,0.64,0.33,0.39,0.62,0.63,0.47,0.47,0.6,0.57,0.99,0.45,0.55,0.27,0.62,0.34,0.41,0.64
tango-cs.csv,0.56,0.22,0.5,0.47,0.37,0.46,0.49,0.0,0.5,0.4,0.49,0.46,0.28,0.36,0.54,0.33,0.53,0.15,0.99,0.35
vapor.csv,0.5,0.0,0.17,0.36,0.2,0.94,0.15,0.18,0.39,0.33,0.28,0.0,0.05,0.36,0.08,0.27,0.56,0.29,0.54,0.14
xemeiah.csv,0.65,0.15,0.57,0.67,0.39,0.5,0.55,0.66,0.48,0.62,0.48,0.56,0.59,0.19,0.98,0.32,0.58,0.4,0.53,0.38
zorannt.csv,0.31,0.14,0.44,0.57,0.98,0.28,0.57,0.68,0.29,0.34,0.54,0.52,0.53,0.43,0.51,0.17,0.49,0.42,0.52,0.58
zscreen.csv,0.61,0.12,0.54,0.63,0.29,0.42,0.99,0.75,0.49,0.5,0.72,0.67,0.64,0.46,0.62,0.22,0.81,0.48,0.4,0.47
