,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.84,0.8,0.94,0.92,0.6,0.59,0.87,0.78,0.63,0.68,0.66,0.7,0.63,0.59,0.34,0.73,1.0,0.79,0.75,0.75
galaxium.csv,0.81,0.76,0.76,0.96,0.34,0.43,0.73,0.71,0.21,0.68,0.7,0.85,0.77,0.53,0.78,0.5,1.0,0.89,1.0,0.29
itext.csv,0.9,0.76,0.85,0.83,0.16,0.42,0.6,0.37,0.58,0.8,0.75,0.7,0.6,0.79,0.85,0.48,1.0,0.49,0.75,0.38
jahshakafx.csv,0.84,0.71,0.91,0.5,0.34,0.3,0.53,0.41,0.89,0.68,0.67,0.74,0.49,0.32,0.45,0.5,0.67,0.57,1.0,0.21
kolmafia.csv,0.99,0.95,0.97,0.96,0.82,0.86,1.0,0.94,0.95,0.99,0.89,0.94,0.89,0.82,1.0,0.89,1.0,0.72,1.0,0.92
mecat.csv,0.01,0.51,0.45,0.42,0.08,0.05,0.2,0.02,0.26,0.32,0.16,0.04,0.0,0.09,0.4,0.14,1.0,0.06,0.5,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.79,0.56,0.67,0.58,0.1,0.09,0.47,0.3,0.32,0.57,0.36,0.62,0.14,0.35,0.26,0.25,0.67,0.3,0.5,0.04
mptvseries.csv,0.63,0.74,0.7,0.5,0.32,0.2,0.47,0.02,0.89,0.47,0.56,0.49,0.51,0.15,0.77,0.3,1.0,0.09,0.75,0.42
novembre.csv,0.58,0.64,0.39,0.29,0.2,0.3,0.67,0.08,0.05,0.7,0.45,0.57,0.03,0.29,0.02,0.32,0.67,0.38,0.75,0.17
ns-3.csv,0.69,0.71,0.48,0.75,0.44,0.69,0.93,0.27,0.32,0.55,0.71,0.68,0.8,0.91,0.63,0.5,1.0,0.87,0.75,0.5
nullc.csv,0.78,0.77,0.91,0.88,0.8,0.36,0.67,0.71,0.84,0.54,0.63,0.7,0.54,0.06,0.62,0.43,1.0,0.55,0.75,0.38
pixel-commandos.csv,0.03,0.55,0.24,0.54,0.2,0.14,0.2,0.1,0.53,0.41,0.15,0.21,0.14,0.0,0.21,0.16,0.33,0.0,1.0,0.0
plee-the-bear.csv,0.83,0.44,0.79,0.04,0.48,0.59,0.53,0.58,0.53,0.54,0.61,0.7,0.89,0.41,0.73,0.61,0.33,0.62,0.75,0.71
quantlib.csv,1.0,1.0,1.0,0.0,0.0,0.86,0.0,0.08,0.89,0.83,1.0,0.4,0.06,0.18,0.85,0.0,0.0,1.0,0.0,0.71
reaper-ecad.csv,0.16,0.14,0.0,0.79,0.16,0.03,0.0,0.22,0.05,0.03,0.12,0.0,0.09,0.0,0.0,0.0,0.33,0.13,0.25,0.0
sbml.csv,0.7,0.83,0.91,1.0,0.58,0.7,1.0,0.55,0.84,0.79,0.96,0.72,0.74,0.91,0.8,0.86,0.67,0.68,1.0,0.79
smartgwt.csv,0.84,0.72,0.79,0.12,0.38,0.58,0.73,0.55,0.79,0.71,0.6,0.49,0.49,0.21,0.75,0.7,0.0,0.64,1.0,0.54
unladen-swallow.csv,0.18,0.42,0.42,0.04,0.22,0.32,0.47,0.24,0.37,0.17,0.22,0.53,0.46,0.53,0.09,0.3,0.0,0.6,0.5,0.25
vienna-add-in.csv,0.67,0.51,0.39,0.38,0.72,0.36,0.07,0.67,0.26,0.39,0.33,0.66,0.74,0.24,0.79,0.23,0.0,0.32,0.0,0.5
wow-qrsk.csv,0.05,0.37,0.73,0.83,0.12,0.12,0.0,0.39,0.63,0.03,0.84,0.6,0.37,0.53,0.12,0.11,0.67,0.79,0.0,0.0
