,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.27,0.21,0.6,0.4,0.65,0.83
clamav.csv,0.29,0.15,0.33,0.72,0.63,0.56,0.83
k3b.csv,0.3,0.17,0.42,0.79,0.36,0.51,0.79
kindb.csv,0.35,0.28,0.3,0.7,0.1,0.57,0.89
pclasses.csv,0.55,0.0,0.0,0.06,0.55,0.27,0.2
re2c.csv,0.18,0.92,0.11,0.48,0.33,0.16,0.06
thrust.csv,0.0,0.23,0.61,0.48,0.45,0.32,0.48
