,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.83,0.56,0.85,0.57,0.75,0.33,0.32
clamav.csv,0.65,0.79,0.72,0.54,0.43,0.54,0.51
k3b.csv,0.61,0.94,0.62,0.48,0.75,0.58,0.48
kindb.csv,0.55,0.52,0.78,0.61,0.95,0.52,0.19
pclasses.csv,0.33,1.0,1.0,0.98,0.52,0.8,0.9
re2c.csv,0.83,0.02,0.94,0.8,0.76,0.94,0.97
thrust.csv,1.0,0.6,0.39,0.74,0.71,0.76,0.68
