,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.68,0.52,0.68,0.51
jajuk.csv,0.29,0.47,0.65,0.63
vapor.csv,0.81,1.0,0.52,0.56
zorannt.csv,0.5,0.41,0.68,0.72
