,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.65,0.8,0.94,0.95,0.67,0.71,0.87,0.61,0.65,0.63,0.62,0.95
archive-crawler.csv,0.52,0.77,0.57,0.54,0.58,0.44,0.54,0.54,0.69,0.73,0.85,0.67
blue-c.csv,0.4,0.47,0.43,0.63,0.55,0.48,0.45,0.49,0.51,0.43,0.39,0.42
dynalloy.csv,0.65,0.73,0.41,0.58,0.61,0.55,0.51,0.47,0.62,0.55,0.67,0.54
jcae.csv,0.75,0.92,0.86,0.5,0.83,0.83,0.93,0.5,0.93,0.69,0.8,0.92
kmatplot.csv,0.86,0.88,0.83,0.94,0.83,0.91,0.84,0.89,0.96,0.92,0.0,0.6
mscore.csv,0.44,0.62,0.36,0.48,0.57,0.41,0.46,0.45,0.5,0.56,0.48,0.38
nosleepsoftware.csv,0.59,0.68,0.41,0.77,0.63,0.78,0.48,0.91,0.86,0.43,0.42,0.37
openmalaria.csv,0.44,0.39,0.3,0.34,0.44,0.42,0.41,0.5,0.39,0.33,0.29,0.32
popeye-chess.csv,0.46,0.5,0.67,0.82,0.56,0.48,0.56,0.51,0.56,0.39,0.35,0.44
riff-evolve.csv,0.47,0.56,0.33,0.63,0.55,0.54,0.5,0.58,0.58,0.43,0.41,0.47
virtuoso.csv,0.41,0.47,0.34,0.42,0.57,0.42,0.42,0.42,0.51,0.41,0.48,0.76
