,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.54,0.59,0.13,0.28,0.52,0.61,0.32,0.56,0.55,0.33,0.95,0.15
archive-crawler.csv,0.6,0.39,0.36,0.34,0.0,0.61,0.51,0.49,0.37,0.97,0.33,0.56
blue-c.csv,0.34,0.67,0.72,0.0,0.81,0.98,0.67,0.7,0.62,0.59,0.74,0.51
dynalloy.csv,0.51,0.93,0.49,0.22,0.62,0.51,0.54,0.68,0.6,0.39,0.42,0.51
jcae.csv,0.32,0.15,0.82,0.0,0.2,0.24,0.25,0.06,0.17,0.16,0.23,0.09
kmatplot.csv,0.97,0.27,0.26,0.48,0.27,0.35,0.34,0.12,0.16,0.35,0.0,0.52
mscore.csv,0.61,0.41,0.66,0.4,0.69,0.6,1.0,0.65,0.58,0.42,0.36,0.67
nosleepsoftware.csv,0.53,0.18,0.74,0.84,0.47,0.26,0.54,0.17,0.24,0.33,0.41,0.54
openmalaria.csv,0.65,0.53,0.52,0.6,0.61,0.63,0.69,0.92,0.64,0.66,0.5,0.63
popeye-chess.csv,0.58,0.44,0.59,0.0,0.91,0.66,0.43,0.59,0.49,0.6,0.64,0.7
riff-evolve.csv,0.72,0.57,0.73,0.62,0.66,0.59,0.58,0.65,0.95,0.58,0.6,0.6
virtuoso.csv,0.59,0.36,0.44,0.09,0.48,0.0,0.4,0.3,0.52,0.52,0.76,0.94
