,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.68,0.56,0.91,0.83,0.8,0.46,0.82,0.7,0.74,0.86,0.06,0.89
archive-crawler.csv,0.67,0.68,0.78,0.82,1.0,0.54,0.81,0.83,0.73,0.04,0.75,0.65
blue-c.csv,0.91,0.67,0.5,1.15,0.42,0.03,0.41,0.5,0.72,0.71,0.57,0.81
dynalloy.csv,0.59,0.08,0.82,0.93,0.66,0.58,0.65,0.58,0.52,0.85,0.66,0.79
jcae.csv,0.74,0.89,0.22,1.0,0.83,0.8,0.79,0.95,0.86,0.9,0.81,0.93
kmatplot.csv,0.04,0.83,0.78,0.61,0.8,0.7,0.8,0.91,0.88,0.7,1.0,0.57
mscore.csv,0.68,0.71,0.68,0.82,0.48,0.48,0.01,0.46,0.58,0.74,0.81,0.6
nosleepsoftware.csv,0.54,0.87,0.44,0.19,0.63,0.88,0.55,0.86,0.8,0.79,0.72,0.6
openmalaria.csv,0.57,0.71,0.82,0.6,0.44,0.47,0.47,0.1,0.58,0.66,0.82,0.67
popeye-chess.csv,0.71,0.67,0.51,1.06,0.12,0.4,0.63,0.54,0.62,0.59,0.65,0.48
riff-evolve.csv,0.5,0.53,0.59,0.52,0.42,0.52,0.52,0.43,0.07,0.64,0.6,0.68
virtuoso.csv,0.77,0.92,0.86,0.98,0.59,1.0,0.88,0.92,0.81,0.81,0.44,0.07
