,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.72,0.56,0.54,0.56,0.88,0.68,0.67,0.49,0.52,0.7
empserver.csv,0.52,0.45,0.46,0.69,0.56,0.37,0.42,0.38,0.49,0.79
enlightenment.csv,0.47,0.4,0.42,0.46,0.41,0.39,0.42,0.38,0.37,0.42
ffigo.csv,0.62,0.87,0.92,0.0,0.0,0.86,0.8,0.4,0.99,0.5
ildjit.csv,0.58,0.7,0.82,0.88,0.65,0.75,0.44,0.8,0.36,0.86
jfreereport.csv,0.96,0.93,0.74,0.96,0.8,0.89,0.96,0.77,0.97,0.5
mplayer-ce.csv,0.5,0.46,0.45,0.58,0.46,0.4,0.43,0.41,0.55,0.5
psycle.csv,0.46,0.42,0.42,0.45,0.43,0.39,0.42,0.44,0.37,0.5
wikipediardware.csv,0.46,0.41,0.42,0.44,0.41,0.4,0.41,0.39,0.36,0.47
wxjs.csv,0.91,0.0,0.99,0.0,0.0,0.67,0.0,0.0,0.0,0.0
