,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,1.0,15.0,2.0,0.0,0.0,19.0,1.0,1.0
enlightenment.csv,3.0,12.0,2.0,0.0,0.0,9.0,0.0,1.0
ffigo.csv,4.0,11.0,0.0,1.0,1.0,20.0,0.0,0.0
ildjit.csv,1.0,0.0,12.0,0.0,2.0,97.0,1.0,51.0
jfreereport.csv,0.0,9.0,0.0,0.0,2.0,38.0,2.0,0.0
psycle.csv,0.0,5.0,3.0,0.0,1.0,20.0,2.0,1.0
wikipediardware.csv,0.0,7.0,2.0,1.0,0.0,40.0,5.0,0.0
wxjs.csv,268.0,125.0,1341.0,1.0,68.0,0.0,119.0,51.0
