,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.51,0.12,0.24,0.55,0.99,0.17,0.59,0.71
enlightenment.csv,0.6,0.16,0.27,0.98,0.55,0.15,0.57,0.6
ffigo.csv,0.67,0.39,0.29,0.67,0.67,0.14,0.97,0.75
ildjit.csv,0.18,0.93,0.09,0.09,0.17,0.0,0.14,0.0
jfreereport.csv,0.5,0.37,0.93,0.54,0.46,0.2,0.51,0.56
psycle.csv,0.98,0.42,0.26,0.67,0.62,0.19,0.65,0.73
wikipediardware.csv,0.71,0.42,0.24,0.68,0.65,0.17,0.72,0.99
wxjs.csv,0.0,0.0,0.0,0.02,0.0,0.93,0.0,0.0
