,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.65,0.99,0.64,0.68,0.03,0.66,0.61,0.57
enlightenment.csv,0.6,0.96,0.62,0.04,0.63,0.77,0.59,0.6
ffigo.csv,0.66,0.89,0.56,0.78,0.91,0.72,0.05,1.02
ildjit.csv,0.9,0.07,0.93,0.95,0.92,1.0,0.92,1.02
jfreereport.csv,0.9,0.67,0.11,0.73,0.76,0.61,0.86,0.93
psycle.csv,0.07,0.67,0.79,0.64,0.87,0.68,0.74,0.59
wikipediardware.csv,0.59,0.64,0.84,0.73,0.86,0.89,0.78,0.03
wxjs.csv,1.0,1.0,1.0,0.99,1.0,0.12,1.0,1.0
