,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
empserver.csv,0.42,0.19,0.54,0.52,0.98,0.63,0.53,0.62
enlightenment.csv,0.53,0.29,0.66,0.97,0.54,0.29,0.5,0.5
ffigo.csv,0.59,0.38,0.66,0.55,0.32,0.41,0.96,0.0
ildjit.csv,0.12,0.94,0.09,0.06,0.13,0.0,0.1,0.0
jfreereport.csv,0.4,0.59,0.91,0.5,0.45,0.71,0.43,0.39
psycle.csv,0.98,0.66,0.56,0.63,0.43,0.66,0.56,0.63
wikipediardware.csv,0.64,0.67,0.48,0.59,0.44,0.38,0.56,0.98
wxjs.csv,0.0,0.0,0.0,0.01,0.0,0.9,0.0,0.0
