,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.66,0.59,0.61,0.24,0.58,0.51,0.09,0.0
decidr.csv,0.72,0.67,0.62,0.0,0.74,0.09,0.61,0.09
exist.csv,0.41,0.64,0.48,0.41,0.62,0.75,0.09,0.54
ivatamasks.csv,0.72,0.63,0.52,0.53,0.6,0.51,0.82,0.55
libopenmetaverse.csv,0.0,0.0,0.17,0.63,0.0,0.47,0.0,0.29
mule.csv,0.26,0.64,0.12,0.53,0.13,0.33,0.0,0.41
runuomondains.csv,0.63,0.5,0.1,0.22,0.68,0.54,0.0,0.76
