,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.58,0.27,0.68,0.07,0.25,0.66,0.77,0.0,0.41,0.0,0.0,0.59,0.0
fido.csv,0.13,0.44,0.0,0.0,0.01,0.97,0.51,0.07,0.0,0.24,0.0,0.28,0.69
fleet-simulator.csv,0.73,0.51,0.73,0.5,0.48,0.3,0.56,0.44,0.27,0.97,0.51,0.6,0.76
fluent-nhibernate.csv,0.18,0.29,0.67,0.59,0.27,0.53,0.54,0.61,0.0,0.02,0.24,0.92,0.57
galaxium.csv,0.63,0.29,0.79,0.63,0.58,0.29,0.5,0.61,0.62,0.7,0.44,0.67,0.68
itext.csv,0.59,0.64,0.58,0.75,0.8,0.51,0.65,0.64,0.62,0.66,0.52,0.68,0.6
mecat.csv,0.28,0.06,0.0,0.07,0.46,0.0,0.06,0.1,0.98,0.0,0.0,0.28,0.0
mediaportal.csv,0.56,0.13,0.42,0.18,0.72,0.0,0.23,0.59,0.68,0.46,0.24,0.68,0.43
ninject.csv,0.51,0.54,0.56,0.7,0.74,0.53,0.69,0.63,0.0,0.0,0.97,0.53,0.51
smartgwt.csv,0.41,0.37,0.42,0.07,0.76,0.68,0.59,0.27,0.0,0.05,0.21,0.52,0.49
sqlpower-library.csv,0.72,0.56,0.35,0.13,0.35,0.86,0.46,0.05,0.71,0.0,0.6,0.69,0.44
stuproa-cims.csv,0.42,0.65,0.07,0.18,0.56,0.0,0.02,0.32,0.0,0.0,0.55,0.57,0.69
uface.csv,0.6,0.57,0.65,0.69,0.73,0.52,0.54,0.48,0.71,0.44,0.59,0.46,0.94
