,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.42,0.37,0.43,0.5,0.96,0.45,0.4,0.0,0.34,0.37,0.38,0.46,0.42
fido.csv,0.86,0.38,0.67,0.0,0.0,0.94,0.55,0.97,0.8,0.82,0.0,0.92,0.43
fleet-simulator.csv,0.35,0.38,0.38,0.41,0.72,0.33,0.34,0.34,0.32,0.29,0.46,0.52,0.42
fluent-nhibernate.csv,0.88,0.7,0.48,0.42,0.96,0.63,0.4,0.44,0.69,0.5,0.83,0.64,0.54
galaxium.csv,0.41,0.8,0.53,0.42,0.59,0.79,0.42,0.41,0.42,0.34,0.72,0.6,0.42
itext.csv,0.39,0.4,0.38,0.35,0.39,0.46,0.33,0.34,0.33,0.37,0.4,0.5,0.43
mecat.csv,0.67,0.83,0.0,0.5,0.89,0.0,0.67,0.96,0.89,0.0,0.9,0.93,0.67
mediaportal.csv,0.41,0.86,0.82,0.83,0.32,0.0,0.92,0.55,0.65,0.45,0.67,0.62,0.57
ninject.csv,0.42,0.47,0.42,0.37,0.31,0.55,0.42,0.5,0.63,0.62,0.62,0.43,0.56
smartgwt.csv,0.77,0.51,0.62,0.83,0.37,0.36,0.4,0.88,0.86,0.89,0.39,0.54,0.65
sqlpower-library.csv,0.42,0.49,0.36,0.42,0.83,0.51,0.37,0.37,0.33,0.38,0.54,0.48,0.64
stuproa-cims.csv,0.5,0.75,0.67,0.83,0.83,0.0,0.0,0.79,0.86,0.0,0.58,0.91,0.46
uface.csv,0.39,0.4,0.35,0.4,0.43,0.33,0.33,0.33,0.33,0.48,0.38,0.43,0.37
