,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.65,0.93,0.48,0.0,0.01,0.55,0.28,0.0,0.88,1.0,1.0,0.78,1.0
fido.csv,0.12,0.78,0.03,0.0,0.0,0.13,0.56,0.06,0.25,0.0,0.0,0.05,0.65
fleet-simulator.csv,0.53,0.8,0.55,0.83,0.06,0.92,0.72,0.86,0.93,0.0,0.69,0.34,0.56
fluent-nhibernate.csv,0.06,0.24,0.29,0.23,0.01,0.27,0.33,0.38,0.27,0.12,0.09,0.17,0.22
galaxium.csv,0.12,0.17,0.13,0.13,0.08,0.22,0.28,0.44,0.52,0.0,0.29,0.22,0.43
itext.csv,0.65,0.69,0.69,0.2,0.52,0.45,0.72,0.65,0.75,0.5,0.82,0.65,0.7
mecat.csv,0.06,0.02,0.0,0.0,0.03,0.0,0.0,0.03,0.1,0.0,0.18,0.06,0.06
mediaportal.csv,0.18,0.01,0.1,0.03,0.32,0.01,0.06,0.26,0.25,0.0,0.04,0.19,0.02
ninject.csv,0.76,0.54,0.72,0.23,0.34,0.3,0.5,0.5,0.32,1.0,0.15,0.69,0.28
smartgwt.csv,0.29,0.56,0.47,0.13,0.24,0.7,0.61,0.21,0.12,0.88,0.95,0.79,0.07
sqlpower-library.csv,0.29,0.49,0.9,0.97,0.72,0.44,0.83,0.99,0.67,1.0,0.38,0.5,0.33
stuproa-cims.csv,0.35,0.22,0.01,0.03,0.02,0.01,0.0,0.17,0.12,0.0,0.6,0.15,0.5
uface.csv,0.35,0.61,0.67,0.6,0.64,0.82,0.78,0.84,0.67,0.0,0.78,0.85,0.06
