,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.44,0.29,0.53,0.3,0.38,0.5,0.24,0.59,0.19,0.42,0.21,0.26,0.2,0.28,0.13
bibletime.csv,0.31,0.92,0.98,0.95,0.34,0.56,0.92,0.36,0.73,0.87,0.21,0.83,0.45,0.67,0.93
boost.csv,0.33,0.29,0.55,0.47,0.34,0.52,0.37,0.18,0.19,0.87,0.43,0.51,0.23,0.0,0.24
doomlegacy.csv,0.6,0.0,0.06,0.04,0.08,0.32,0.05,0.21,0.42,0.89,0.07,0.39,0.3,0.0,0.08
gpac.csv,0.52,1.0,0.28,1.0,1.0,1.0,1.0,0.91,0.77,0.96,1.0,0.4,1.0,1.0,1.0
kftpgrabber.csv,0.12,0.12,0.47,0.59,0.54,0.32,0.45,0.2,0.35,0.12,0.5,0.33,0.14,0.0,0.13
nativeclient.csv,0.28,0.58,0.38,0.59,0.4,0.24,0.47,0.32,0.19,0.66,0.43,0.6,0.48,0.28,0.26
netatalk.csv,0.57,0.17,0.66,0.35,0.29,0.61,0.26,0.63,0.62,0.82,0.57,0.68,0.48,0.72,0.37
open-ms.csv,0.23,0.0,0.06,0.09,0.15,0.19,0.13,0.19,0.58,0.44,0.14,0.34,0.45,0.33,0.07
openmsx.csv,0.61,0.25,0.11,0.27,0.38,0.39,0.29,0.36,0.77,0.67,0.64,0.71,0.61,0.44,0.45
rosegarden.csv,0.21,0.29,0.4,0.59,0.32,0.52,0.32,0.31,0.65,0.88,0.21,0.76,0.32,0.33,0.57
rsyslog.csv,0.44,0.38,0.11,0.09,0.64,0.44,0.34,0.2,0.65,0.95,0.21,0.64,0.68,0.33,0.35
sandiaportals.csv,0.59,0.54,0.89,0.57,0.26,0.77,0.5,0.36,0.15,0.41,0.43,0.46,0.32,0.06,0.33
xmoto.csv,0.38,0.17,0.32,0.03,0.77,0.27,0.92,0.28,0.23,0.14,0.5,0.29,0.25,1.0,0.09
xqilla.csv,0.47,0.0,0.21,0.15,0.06,0.27,0.26,0.17,0.54,0.06,0.14,0.42,0.3,0.44,0.26
