,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.27,0.35,0.87,0.09,0.49,0.48,0.3,0.04,0.81,0.56,0.15,0.71,0.93,0.71,0.47
glelite.csv,0.25,0.58,0.74,0.11,0.5,0.75,0.6,0.03,0.72,0.66,0.09,0.84,0.98,0.76,0.55
hannosset.csv,0.15,0.06,0.35,0.38,0.23,0.24,0.0,0.12,0.35,0.03,0.38,0.0,0.56,0.34,0.0
ipfilter.csv,0.26,0.43,0.53,0.12,0.5,0.71,0.56,0.04,0.65,0.58,0.19,0.94,0.92,0.71,0.48
moving-pictures.csv,0.27,0.57,0.0,0.35,0.49,0.77,0.68,0.0,0.52,0.5,0.2,0.58,0.46,0.76,0.72
pclasses.csv,0.55,0.52,0.0,0.16,0.47,0.23,0.39,0.0,0.69,0.43,0.05,0.3,0.27,0.39,0.52
pfaedit.csv,0.09,0.62,0.05,0.18,0.59,0.8,0.42,0.0,0.59,0.41,0.16,0.19,0.59,0.57,0.44
qcad2.csv,0.1,0.39,0.43,0.17,0.64,0.69,0.28,0.0,0.57,0.62,0.2,0.23,0.67,0.55,0.22
rockbox.csv,0.17,0.57,0.0,0.23,0.4,0.65,0.46,0.0,0.25,0.28,0.14,0.15,0.21,0.24,0.67
roller.csv,0.25,0.56,0.71,0.11,0.5,0.75,0.48,0.04,0.77,0.48,0.15,0.79,0.86,0.55,0.54
theresa.csv,0.13,0.58,0.31,0.33,0.34,0.75,0.47,0.0,0.56,0.11,0.05,0.53,0.35,0.59,0.38
tzod.csv,0.21,0.55,0.63,0.19,0.43,0.6,0.06,0.0,0.53,0.34,0.11,0.64,0.3,0.42,0.32
xinity.csv,0.28,0.39,0.74,0.0,0.36,0.44,0.59,0.06,0.48,0.54,0.08,0.61,0.82,0.81,0.47
zabbix.csv,0.19,0.56,0.7,0.31,0.56,0.54,0.37,0.0,0.61,0.52,0.1,0.47,0.68,0.64,0.42
