,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,40.0,11.0,1.0,0.0,13.0,0.0,0.0,17.0,1.0,0.0,1.0,12.0
glelite.csv,18.0,5.0,0.0,48.0,12.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,11.0
hannosset.csv,14.0,2.0,0.0,10.0,0.0,4.0,58.0,3.0,3.0,6.0,7.0,64.0,0.0,1.0,50.0
ipfilter.csv,1.0,4.0,0.0,42.0,12.0,1.0,0.0,15.0,0.0,0.0,19.0,0.0,0.0,1.0,15.0
moving-pictures.csv,2.0,1.0,69.0,10.0,2.0,1.0,0.0,59.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
pclasses.csv,2.0,3.0,69.0,19.0,4.0,3.0,0.0,59.0,0.0,2.0,6.0,1.0,0.0,0.0,6.0
pfaedit.csv,7.0,1.0,0.0,16.0,9.0,0.0,0.0,59.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0
qcad2.csv,9.0,2.0,0.0,8.0,4.0,1.0,2.0,59.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0
rockbox.csv,3.0,3.0,69.0,19.0,0.0,3.0,2.0,59.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0
roller.csv,6.0,10.0,0.0,47.0,10.0,0.0,6.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,8.0
theresa.csv,13.0,1.0,0.0,11.0,1.0,0.0,2.0,59.0,3.0,1.0,23.0,1.0,0.0,0.0,0.0
tzod.csv,4.0,1.0,0.0,16.0,2.0,3.0,2.0,59.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0
xinity.csv,1.0,4.0,0.0,52.0,12.0,1.0,0.0,17.0,1.0,0.0,17.0,0.0,0.0,0.0,15.0
zabbix.csv,12.0,2.0,0.0,8.0,0.0,0.0,3.0,59.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0
