,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.63,0.76,0.48,0.52,0.49,0.54,0.67,0.38,0.39,0.41,0.76,0.47,0.56,0.32,0.49
glelite.csv,0.4,0.34,0.4,0.4,0.46,0.31,0.31,0.34,0.35,0.43,0.41,0.36,0.51,0.3,0.44
hannosset.csv,0.94,0.75,0.94,0.62,0.92,0.93,0.0,0.8,0.75,0.86,0.85,0.0,0.94,0.94,0.0
ipfilter.csv,0.44,0.67,0.57,0.47,0.49,0.33,0.42,0.38,0.47,0.56,0.73,0.47,0.57,0.33,0.63
moving-pictures.csv,0.73,0.38,0.0,0.5,0.53,0.29,0.44,0.46,0.5,0.52,0.33,0.41,0.47,0.35,0.35
pclasses.csv,0.72,0.46,0.0,0.55,0.52,0.94,0.57,0.48,0.49,0.4,0.45,0.8,0.96,0.52,0.46
pfaedit.csv,0.82,0.46,0.0,0.47,0.44,0.4,0.8,0.54,0.51,0.95,0.33,0.83,0.52,0.48,0.62
qcad2.csv,0.9,0.93,0.8,0.89,0.49,0.36,0.88,0.67,0.5,0.89,0.83,0.86,0.59,0.44,0.88
rockbox.csv,0.67,0.33,0.0,0.39,0.82,0.36,0.55,0.6,0.87,0.44,0.33,0.88,0.78,0.89,0.35
roller.csv,0.81,0.4,0.44,0.43,0.49,0.38,0.37,0.4,0.46,0.4,0.38,0.38,0.56,0.39,0.52
theresa.csv,0.53,0.38,0.8,0.47,0.7,0.35,0.67,0.6,0.39,0.8,0.35,0.34,0.5,0.3,0.71
tzod.csv,0.71,0.43,0.54,0.56,0.71,0.44,0.67,0.64,0.51,0.95,0.92,0.41,0.81,0.48,0.83
xinity.csv,0.55,0.46,0.41,0.71,0.74,0.59,0.31,0.68,0.62,0.61,0.95,0.67,0.69,0.35,0.51
zabbix.csv,0.6,0.43,0.54,0.8,0.52,0.47,0.8,0.79,0.49,0.8,0.49,0.47,0.49,0.36,0.53
