,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.61,0.33,0.21,0.8,0.92,0.63,0.35,0.83,0.41,0.77,0.43,0.37,1.0,0.85,0.84
glelite.csv,0.95,0.67,0.93,0.98,1.0,0.94,0.97,0.97,0.96,0.68,0.8,0.95,0.0,0.92,0.81
hannosset.csv,0.25,0.06,0.21,0.2,0.06,0.17,0.0,0.24,0.45,0.06,0.22,0.05,1.0,0.27,0.0
ipfilter.csv,0.89,0.42,0.86,0.84,0.94,0.91,0.58,0.88,0.67,0.51,0.48,0.05,1.0,0.88,0.69
moving-pictures.csv,0.14,0.44,0.0,0.22,0.14,0.54,0.23,0.44,0.49,0.31,0.58,0.32,0.0,0.62,0.19
pclasses.csv,0.18,0.4,0.0,0.4,0.65,0.23,0.42,0.49,0.37,0.75,0.46,0.32,0.33,0.46,0.66
pfaedit.csv,0.18,0.23,0.0,0.34,0.47,0.2,0.06,0.41,0.53,0.04,0.75,0.05,0.0,0.35,0.19
qcad2.csv,0.16,0.12,0.1,0.16,0.34,0.29,0.1,0.31,0.39,0.06,0.3,0.05,0.0,0.46,0.16
rockbox.csv,0.18,0.69,0.0,0.4,0.04,0.4,0.29,0.25,0.33,0.54,0.68,0.21,0.0,0.12,0.34
roller.csv,0.3,0.67,0.97,0.96,0.85,0.31,0.71,0.88,0.22,0.81,0.97,0.95,0.67,0.58,0.59
theresa.csv,0.3,0.31,0.07,0.24,0.11,0.34,0.16,0.25,0.31,0.01,0.48,0.47,0.0,0.62,0.06
tzod.csv,0.25,0.38,0.17,0.32,0.14,0.26,0.06,0.24,0.25,0.07,0.16,0.37,0.0,0.42,0.06
xinity.csv,0.7,0.83,1.0,0.62,0.67,0.69,0.97,0.51,0.27,0.54,0.28,0.58,1.0,0.46,0.94
zabbix.csv,0.3,0.4,0.38,0.16,0.37,0.49,0.23,0.24,0.61,0.09,0.48,0.63,0.0,0.81,0.34
