,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.44,0.35,0.0,0.11,0.24,0.33,0.42,0.09,0.74,0.31,0.42,0.26,0.1,0.52
dvt.csv,0.62,0.46,0.63,0.15,0.39,0.7,0.41,0.11,0.72,0.48,0.62,0.36,0.2,0.2
flylinkdc.csv,0.69,0.57,0.17,0.52,0.71,0.34,0.46,0.5,0.57,0.52,0.38,0.0,0.17,0.5
fulguro.csv,0.13,0.45,0.47,0.48,0.55,0.33,0.43,0.27,0.44,0.46,0.5,0.51,0.5,0.57
gnome-jabber.csv,0.5,0.57,0.39,0.58,0.67,0.71,0.52,0.0,0.48,0.5,0.64,0.46,0.39,0.54
ipfire-wall.csv,0.46,0.51,0.65,0.39,0.53,0.28,0.06,0.58,0.17,0.77,0.19,0.59,0.22,0.48
jruby.csv,0.09,0.46,0.0,0.0,0.33,0.4,0.06,0.56,0.06,0.07,0.0,0.64,0.3,0.0
ldview.csv,0.05,0.5,0.0,0.2,0.51,0.09,0.74,0.53,0.33,0.21,0.46,0.56,0.47,0.63
maidsafe-dht.csv,0.31,0.37,0.66,0.4,0.79,0.37,0.38,0.26,0.33,0.81,0.51,0.43,0.35,0.11
nuttx.csv,0.5,0.22,0.06,0.65,0.25,0.09,0.47,0.22,0.23,0.31,0.28,0.29,0.48,0.11
oorexx.csv,0.64,0.12,0.05,0.05,0.59,0.15,0.6,0.02,0.0,0.41,0.09,0.12,0.66,0.63
red5.csv,0.69,0.42,0.45,0.48,0.57,0.3,0.2,0.67,0.57,0.54,0.0,0.4,0.64,0.0
vdsf.csv,0.43,0.62,0.42,0.19,0.47,0.5,0.56,0.0,0.36,0.68,0.55,0.2,0.46,0.69
xbrlapi.csv,0.23,0.7,0.0,0.0,0.17,0.3,0.23,0.52,0.12,0.54,0.0,0.01,0.45,0.65
