,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.78,0.71,0.59,0.94,0.01,0.46
jlinalg.csv,0.88,0.54,0.49,0.49,0.04,0.34
knowledge.csv,0.84,0.57,0.56,0.92,0.02,0.31
massiv.csv,0.25,0.15,0.0,0.0,0.35,0.04
playerstage.csv,0.73,0.48,0.71,0.81,0.02,0.43
ultimairis.csv,0.77,0.63,0.61,0.86,0.02,0.6
