,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.5,0.32,0.3,0.33,0.3,0.15,0.61,0.58,0.35,0.25,0.29,0.88,0.73,0.23,0.51,0.67,0.78,0.33
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.85,0.95,0.89,0.62,0.84,0.67
bionote.csv,0.17,0.11,0.0,0.17,0.0,0.08,0.09,0.51,0.09,0.12,0.03,0.75,0.19,0.51,0.33,0.4,0.19,0.56
bnetd.csv,0.92,1.0,0.92,0.26,0.7,0.28,0.61,1.0,0.67,0.25,0.23,1.0,0.63,0.15,0.6,0.96,0.9,0.78
elvishrayrenderer.csv,0.5,0.63,0.0,0.61,0.2,0.26,0.22,0.11,0.15,0.62,0.34,0.62,0.58,0.44,0.76,0.4,0.35,0.28
emisview.csv,0.33,0.0,0.11,0.15,0.1,0.25,0.04,0.11,0.21,0.0,0.2,0.62,0.27,0.38,0.24,0.04,0.19,0.0
findbugs.csv,0.92,0.42,1.0,0.2,1.0,0.51,0.65,0.78,0.63,0.0,0.49,0.0,0.85,0.28,0.36,0.6,0.81,0.67
hazelcast.csv,0.75,0.32,0.16,0.63,0.0,0.87,0.57,0.49,0.8,0.38,0.29,0.62,0.65,0.67,0.71,0.56,0.48,0.39
jitterbit.csv,1.0,0.63,0.38,0.52,0.8,0.49,0.22,0.24,0.21,0.25,0.91,0.25,0.77,0.59,0.62,0.24,0.75,0.44
jppf-project.csv,0.83,0.58,0.81,0.5,0.9,0.68,0.74,0.84,0.76,0.75,0.71,0.12,0.52,0.41,0.69,0.49,0.48,0.72
kolmafia.csv,0.92,0.58,0.99,0.54,0.3,0.92,0.74,1.0,0.62,0.5,0.6,1.0,0.96,0.28,0.98,0.97,0.9,0.61
megasquirtavr.csv,0.83,1.0,0.15,0.48,1.0,0.87,0.7,0.73,0.33,0.0,1.0,0.62,0.77,0.64,0.44,0.9,0.65,0.33
qedo.csv,0.08,0.84,0.26,0.43,0.1,0.06,0.48,0.18,0.35,0.75,0.31,0.12,0.33,0.33,0.31,0.23,0.3,0.33
stajistics.csv,0.67,0.95,0.01,0.72,0.2,0.47,0.26,0.29,0.54,0.88,0.06,0.88,0.42,0.97,0.78,0.31,0.25,0.94
trackit.csv,0.25,0.0,0.19,0.17,0.3,0.13,0.52,0.02,0.31,0.25,0.8,0.12,0.02,0.03,0.07,0.17,0.26,0.28
wxlua.csv,0.25,0.89,0.81,0.87,0.6,0.21,0.52,0.07,0.47,0.62,0.97,0.62,0.52,0.54,0.13,0.7,0.46,0.72
x4x.csv,0.33,0.68,0.6,0.87,0.6,0.81,0.83,0.84,0.75,0.38,0.89,1.0,0.67,0.82,0.78,0.87,0.64,0.72
xharbour.csv,0.92,0.05,0.63,0.52,0.2,0.66,0.52,0.64,0.56,0.5,0.77,0.62,0.46,0.44,0.73,0.8,0.67,0.5
