,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.82,0.91,0.33,0.5,0.94,0.43,0.6,0.43,0.38,0.89,0.68,0.92,0.14,0.55,0.38,0.11,0.34,0.75
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.53,0.34,0.12,0.28,0.68
bionote.csv,0.88,0.97,1.0,0.33,1.0,0.0,0.78,0.41,0.45,0.96,0.86,0.9,0.44,0.57,0.42,0.03,0.5,0.62
bnetd.csv,0.75,0.82,0.22,0.4,0.8,0.4,0.61,0.5,0.3,0.94,0.76,0.92,0.15,0.83,0.36,0.08,0.29,0.67
elvishrayrenderer.csv,0.81,0.8,1.0,0.42,0.96,0.53,0.58,0.5,0.38,0.91,0.67,0.9,0.19,0.65,0.32,0.03,0.47,0.84
emisview.csv,0.69,0.0,0.43,0.59,0.96,0.57,0.88,0.5,0.49,0.0,0.67,0.88,0.22,0.61,0.45,0.18,0.5,1.0
findbugs.csv,0.74,0.88,0.2,0.44,0.81,0.13,0.69,0.53,0.31,1.0,0.56,1.0,0.1,0.61,0.52,0.09,0.19,0.64
hazelcast.csv,0.78,0.9,0.48,0.36,1.0,0.32,0.66,0.53,0.29,0.93,0.64,0.93,0.17,0.62,0.37,0.1,0.42,0.71
jitterbit.csv,0.77,0.88,0.26,0.4,0.86,0.32,0.72,0.35,0.56,0.91,0.53,0.95,0.15,0.62,0.44,0.06,0.32,0.74
jppf-project.csv,0.68,0.76,0.19,0.21,0.82,0.2,0.67,0.51,0.21,0.89,0.43,0.99,0.1,0.6,0.37,0.05,0.33,0.55
kolmafia.csv,0.79,0.88,0.22,0.43,0.93,0.31,0.63,0.5,0.34,0.93,0.62,0.91,0.14,0.76,0.34,0.08,0.3,0.73
megasquirtavr.csv,0.79,0.82,0.5,0.21,0.84,0.25,0.66,0.48,0.36,1.0,0.53,0.92,0.07,0.42,0.39,0.05,0.2,0.6
qedo.csv,0.83,0.64,0.05,0.23,0.83,0.25,0.45,0.65,0.19,0.9,0.52,0.96,0.06,0.38,0.26,0.24,0.09,0.6
stajistics.csv,0.76,0.83,0.0,0.37,0.95,0.43,0.6,0.55,0.23,0.91,0.86,0.92,0.24,0.55,0.35,0.17,0.56,0.65
trackit.csv,0.4,0.0,0.12,0.38,0.75,0.22,0.68,0.5,0.26,0.87,0.38,0.8,0.0,0.75,0.5,0.05,0.18,0.17
wxlua.csv,0.77,0.79,0.18,0.29,0.65,0.21,0.59,0.25,0.29,0.94,0.51,0.81,0.13,0.48,0.62,0.1,0.2,0.62
x4x.csv,0.89,0.82,0.23,0.33,0.85,0.3,0.6,0.53,0.27,0.94,0.54,0.89,0.1,0.56,0.3,0.08,0.32,0.69
xharbour.csv,0.77,0.99,0.29,0.4,0.95,0.31,0.72,0.47,0.32,0.93,0.51,0.88,0.23,0.66,0.43,0.04,0.36,0.73
