,recall,precision,pf,pci_20,ifa,wins
atomsite.csv,0.56,0.525,0.33999999999999997,0.425,0.0,16
betoffice.csv,0.755,0.51,0.845,0.505,0.0,9
bionote.csv,0.305,0.595,0.17,0.56,0.0,17
bnetd.csv,0.76,0.5549999999999999,0.685,0.455,0.5,11
elvishrayrenderer.csv,0.595,0.615,0.375,0.42,1.0,13
emisview.csv,0.33999999999999997,0.5349999999999999,0.16999999999999998,0.635,1.0,15
findbugs.csv,0.62,0.545,0.615,0.535,1.5,7
hazelcast.csv,0.7,0.575,0.565,0.33,0.0,12
jitterbit.csv,0.715,0.545,0.505,0.45999999999999996,1.0,10
jppf-project.csv,0.52,0.47,0.7,0.53,0.5,5
kolmafia.csv,0.9,0.56,0.8200000000000001,0.36,1.5,1
megasquirtavr.csv,0.55,0.49,0.675,0.525,1.0,3
qedo.csv,0.22,0.41500000000000004,0.31,0.83,1.5,6
stajistics.csv,0.71,0.555,0.505,0.405,1.5,8
trackit.csv,0.095,0.38,0.18,0.805,1.5,4
wxlua.csv,0.45499999999999996,0.495,0.5700000000000001,0.6699999999999999,0.0,14
x4x.csv,0.73,0.535,0.765,0.44,2.0,0
xharbour.csv,0.715,0.49,0.5900000000000001,0.475,1.5,2
