,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.36,0.33,0.48,0.4,0.35,0.86,0.4,0.5,0.53,0.63,0.48,0.31,0.36,0.8,0.43,0.34,0.46,0.42
betoffice.csv,0.59,0.51,0.95,0.44,0.49,0.38,0.45,0.57,0.66,0.56,0.54,0.38,0.45,0.38,0.38,0.64,0.54,0.5
bionote.csv,0.59,0.37,0.5,0.83,0.79,0.75,0.89,0.56,0.99,0.52,0.86,0.37,0.56,0.43,0.54,0.44,0.73,0.35
bnetd.csv,0.41,0.39,0.52,0.5,0.6,0.52,0.61,0.39,0.48,0.41,0.45,0.33,0.44,0.46,0.4,0.48,0.49,0.33
elvishrayrenderer.csv,0.38,0.43,0.5,0.35,0.38,0.53,0.75,0.9,0.95,0.58,0.56,0.41,0.41,0.37,0.38,0.41,0.47,0.39
emisview.csv,0.69,0.0,0.71,0.65,0.57,0.53,0.88,0.9,0.65,0.0,0.62,0.52,0.72,0.5,0.65,0.91,0.58,0.5
findbugs.csv,0.42,0.31,0.54,0.69,0.5,0.58,0.51,0.46,0.53,0.8,0.44,0.95,0.45,0.64,0.64,0.75,0.64,0.33
hazelcast.csv,0.29,0.3,0.48,0.33,0.33,0.28,0.37,0.38,0.34,0.4,0.46,0.3,0.37,0.3,0.29,0.31,0.39,0.33
jitterbit.csv,0.34,0.36,0.68,0.53,0.39,0.47,0.67,0.88,0.64,0.78,0.44,0.59,0.43,0.38,0.42,0.98,0.45,0.45
jppf-project.csv,0.45,0.84,0.66,0.86,0.49,0.44,0.47,0.43,0.47,0.82,0.68,0.42,0.63,0.55,0.37,0.51,0.59,0.66
kolmafia.csv,0.34,0.36,0.53,0.32,0.37,0.3,0.43,0.39,0.38,0.36,0.39,0.32,0.36,0.36,0.3,0.46,0.43,0.29
megasquirtavr.csv,0.38,0.39,0.68,0.71,0.43,0.38,0.53,0.52,0.73,0.92,0.42,0.47,0.44,0.65,0.64,0.52,0.68,0.6
qedo.csv,0.83,0.82,0.95,0.69,0.83,0.75,0.7,0.96,0.79,0.61,0.96,0.85,0.72,0.95,0.84,0.78,0.96,0.93
stajistics.csv,0.33,0.38,0.0,0.35,0.4,0.41,0.6,0.69,0.48,0.46,0.64,0.32,0.45,0.34,0.33,0.53,0.46,0.35
trackit.csv,0.8,0.0,0.94,0.92,0.92,0.89,0.46,0.5,0.81,0.93,0.6,0.8,0.0,0.75,0.83,0.91,0.77,0.83
wxlua.csv,0.92,0.46,0.62,0.48,0.94,0.93,0.76,0.75,0.69,0.54,0.4,0.96,0.65,0.6,0.94,0.63,0.97,0.5
x4x.csv,0.42,0.4,0.56,0.45,0.5,0.34,0.53,0.43,0.48,0.57,0.42,0.4,0.44,0.38,0.44,0.52,0.6,0.4
xharbour.csv,0.34,0.36,0.55,0.47,0.43,0.37,0.51,0.49,0.48,0.58,0.44,0.53,0.55,0.36,0.34,0.52,0.49,0.39
