,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.9,0.0,0.67,0.67,0.0,0.0,0.0
jcl.csv,0.67,0.67,0.0,0.8,0.75,0.94,0.93
openxava.csv,0.42,0.49,0.46,0.94,0.48,0.51,0.49
tcvp.csv,0.0,0.75,0.0,0.8,0.94,0.89,0.94
vars-redux.csv,0.71,0.83,0.79,0.44,0.51,0.58,0.95
werx.csv,0.36,0.42,0.31,0.68,0.36,0.36,0.38
