,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.09,0.0,1.0,0.0,0.0,0.0,0.0
jcl.csv,0.03,0.0,0.0,0.38,0.08,0.32,1.0
openxava.csv,0.66,0.04,0.1,0.94,0.59,0.08,0.23
tcvp.csv,0.01,0.0,0.0,0.19,0.27,1.0,0.07
vars-redux.csv,0.35,0.0,0.18,0.32,0.98,0.23,0.23
werx.csv,1.0,0.02,0.06,0.22,0.59,0.2,0.2
