,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.05,0.56,0.0,0.0,0.68,0.0,0.32,0.37
biodwh.csv,0.25,0.29,0.37,0.24,0.37,0.24,0.09,0.83
brlcad.csv,0.72,0.5,0.49,0.69,0.29,0.51,0.4,0.37
critterding.csv,0.5,0.51,0.58,0.68,0.34,0.32,0.44,0.5
jmri.csv,0.09,0.67,0.63,0.39,0.54,0.58,0.14,0.66
nabu-library.csv,0.63,0.34,0.43,0.13,0.5,0.19,0.87,0.0
popeye-chess.csv,0.58,0.62,0.42,0.7,0.7,0.36,0.4,0.37
yarp.csv,0.0,0.43,0.15,0.46,0.2,0.65,0.43,0.37
