,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,17.0,1.0,0.0,9.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
doomlegacy.csv,10.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,9.0,27.0,0.0
empserver.csv,5.0,1.0,0.0,27.0,0.0,11.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0
fritzing.csv,3.0,0.0,0.0,24.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0
ifmo-game-1.csv,1.0,1.0,2.0,0.0,0.0,96.0,168.0,0.0,293.0,0.0,3.0,77.0,355.0,0.0
jparsec.csv,13.0,1.0,0.0,5.0,1.0,2.0,3.0,0.0,11.0,0.0,0.0,7.0,12.0,0.0
lmms.csv,0.0,2.0,0.0,9.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,4.0,11.0,0.0
lufa-lib.csv,14.0,1.0,0.0,2.0,0.0,15.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0
pgui.csv,7.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,11.0,1.0,6.0,29.0,8.0,0.0
pi-qmc.csv,12.0,0.0,0.0,18.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0
repositorium.csv,6.0,3.0,3.0,1.0,0.0,0.0,1.0,12.0,4.0,1.0,1.0,77.0,4.0,0.0
superwaba.csv,0.0,1.0,4.0,26.0,0.0,10.0,2.0,0.0,5.0,0.0,0.0,2.0,7.0,0.0
xapian.csv,14.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0
zemljanka.csv,5.0,1.0,0.0,2.0,6.0,3.0,3.0,2.0,11.0,0.0,1.0,7.0,11.0,0.0
