,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.75,0.66,0.72,0.85,0.68,0.76,0.74,0.75,0.96,0.67,0.94,0.83,0.9,0.72
doomlegacy.csv,0.57,0.42,0.48,0.46,0.34,0.58,0.34,0.6,0.38,0.4,0.54,0.48,0.46,0.34
empserver.csv,0.5,0.49,0.6,0.53,0.54,0.5,0.75,0.68,0.71,0.56,0.6,0.75,0.59,0.82
fritzing.csv,0.55,0.56,0.56,0.61,0.91,0.9,0.56,0.58,0.61,0.9,0.94,0.77,0.97,0.92
ifmo-game-1.csv,0.94,0.94,0.8,0.86,0.5,0.5,0.83,0.89,0.0,0.83,0.75,0.0,0.67,0.88
jparsec.csv,0.49,0.44,0.43,0.44,0.41,0.45,0.4,0.57,0.52,0.36,0.41,0.41,0.44,0.45
lmms.csv,0.95,0.75,0.48,0.43,0.4,0.47,0.41,0.81,0.5,0.38,0.52,0.51,0.48,0.54
lufa-lib.csv,0.58,0.65,0.58,0.63,0.47,0.96,0.56,0.44,0.76,0.54,0.59,0.68,0.64,0.49
pgui.csv,0.59,0.6,0.71,0.62,0.75,0.68,0.74,0.8,0.53,0.5,0.74,0.6,0.66,0.65
pi-qmc.csv,0.69,0.62,0.6,0.55,0.36,0.87,0.68,0.52,0.44,0.73,0.76,0.59,0.78,0.44
repositorium.csv,0.61,0.97,0.98,0.91,0.8,0.88,0.97,0.62,0.93,0.96,0.78,0.8,0.95,0.73
superwaba.csv,0.52,0.43,0.46,0.45,0.54,0.44,0.45,0.51,0.55,0.34,0.47,0.53,0.55,0.57
xapian.csv,0.47,0.66,0.62,0.67,0.66,0.64,0.57,0.53,0.8,0.57,0.91,0.9,0.73,0.64
zemljanka.csv,0.35,0.43,0.41,0.44,0.4,0.41,0.4,0.39,0.53,0.32,0.39,0.41,0.42,0.45
