,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.43,0.55,0.52,0.17,0.45,0.39,0.27,0.05,0.07,0.44,0.31,0.27,0.9,0.47
doomlegacy.csv,0.54,0.62,0.53,0.66,0.53,0.39,0.69,0.53,0.51,0.99,0.54,0.62,0.57,0.58
empserver.csv,0.65,0.55,0.41,0.45,0.98,0.46,0.5,0.5,0.46,0.44,0.49,0.49,0.53,0.31
fritzing.csv,0.68,0.98,0.52,0.32,0.37,0.11,0.63,0.4,0.58,0.26,0.4,0.41,0.31,0.32
ifmo-game-1.csv,0.24,0.18,0.01,1.0,0.04,0.0,0.0,0.09,0.0,0.07,0.05,0.0,0.0,0.05
jparsec.csv,0.58,0.4,0.34,0.33,0.0,0.36,0.0,0.97,0.0,0.61,0.37,0.0,0.17,0.0
lmms.csv,0.24,0.04,0.99,0.54,0.48,0.75,0.63,0.24,0.58,0.6,0.51,0.56,0.5,0.47
lufa-lib.csv,0.55,0.51,0.56,0.44,0.63,0.21,0.51,0.49,0.97,0.52,0.46,0.56,0.44,0.0
pgui.csv,0.49,0.52,0.32,0.33,0.37,0.31,0.98,0.34,0.21,0.57,0.31,0.42,0.5,0.37
pi-qmc.csv,0.39,0.44,0.47,0.31,0.54,0.21,0.52,0.62,0.55,0.35,0.39,1.0,0.35,0.35
repositorium.csv,0.48,0.26,0.23,0.33,0.07,0.77,0.2,0.44,0.02,0.18,0.26,0.0,0.31,0.39
superwaba.csv,0.98,0.71,0.52,0.5,0.57,0.59,0.68,0.55,0.59,0.64,0.68,0.81,0.61,0.52
xapian.csv,0.54,0.46,0.39,0.72,0.64,0.31,0.61,0.41,0.26,0.54,0.88,0.21,0.46,0.51
zemljanka.csv,0.71,0.21,0.0,0.29,0.36,0.13,0.0,0.27,0.05,0.62,0.0,0.0,0.05,1.0
