,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.29,0.49,0.68,0.08,0.54,0.11,0.28,0.5,0.29,0.71,0.22,0.83,0.96,0.95
doomlegacy.csv,0.39,0.59,0.71,0.12,0.53,0.09,0.38,0.48,0.47,0.99,0.37,0.52,0.23,0.98
empserver.csv,0.52,0.57,0.67,0.08,1.0,0.1,0.37,0.51,0.55,0.77,0.29,0.42,0.28,0.96
fritzing.csv,0.59,1.0,0.78,0.06,0.55,0.1,0.33,0.48,0.47,0.86,0.56,0.62,0.31,0.97
ifmo-game-1.csv,0.59,0.69,0.4,1.0,0.5,0.0,0.0,0.33,0.0,0.83,0.25,0.0,0.0,1.0
jparsec.csv,0.38,0.5,0.63,0.09,0.52,0.1,0.28,0.98,0.43,0.79,0.24,0.28,0.21,0.96
lmms.csv,0.48,0.5,0.99,0.09,0.48,0.19,0.32,0.56,0.45,0.79,0.26,0.28,0.2,0.96
lufa-lib.csv,0.35,0.53,0.68,0.07,0.58,0.08,0.26,0.37,0.98,0.75,0.2,0.35,0.29,0.95
pgui.csv,0.43,0.47,0.68,0.08,0.6,0.12,1.0,0.65,0.43,0.77,0.23,0.21,0.23,0.98
pi-qmc.csv,0.27,0.6,0.65,0.04,0.52,0.06,0.32,0.52,0.48,0.7,0.24,1.0,0.31,0.95
repositorium.csv,0.36,0.43,0.61,0.09,0.4,1.0,0.22,0.45,0.13,0.5,0.17,0.0,0.26,0.95
superwaba.csv,0.98,0.61,0.68,0.07,0.57,0.13,0.35,0.49,0.45,0.8,0.37,0.5,0.26,0.96
xapian.csv,0.37,0.6,0.75,0.21,0.76,0.14,0.36,0.31,0.44,0.87,1.0,0.4,0.24,0.96
zemljanka.csv,0.44,0.49,0.64,0.08,0.47,0.12,0.28,0.41,0.42,0.79,0.23,0.28,0.22,1.0
