,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.35,0.54,0.59,0.1,0.47,0.17,0.26,0.08,0.1,0.54,0.24,0.36,0.92,0.67
doomlegacy.csv,0.45,0.61,0.59,0.21,0.54,0.15,0.51,0.49,0.48,0.99,0.43,0.55,0.37,0.71
empserver.csv,0.57,0.56,0.47,0.14,0.99,0.17,0.41,0.49,0.47,0.54,0.35,0.43,0.36,0.42
fritzing.csv,0.62,0.99,0.59,0.11,0.41,0.1,0.45,0.41,0.53,0.36,0.43,0.46,0.29,0.44
ifmo-game-1.csv,0.3,0.25,0.03,1.0,0.05,0.0,0.0,0.11,0.0,0.12,0.07,0.0,0.0,0.08
jparsec.csv,0.51,0.65,0.72,0.17,0.69,0.17,0.44,0.97,0.6,0.84,0.38,0.44,0.33,0.98
lmms.csv,0.28,0.05,0.99,0.15,0.5,0.31,0.45,0.3,0.53,0.71,0.34,0.4,0.31,0.61
lufa-lib.csv,0.45,0.51,0.62,0.12,0.64,0.11,0.36,0.48,0.98,0.63,0.28,0.43,0.34,0.89
pgui.csv,0.44,0.51,0.4,0.12,0.43,0.17,0.99,0.4,0.6,0.68,0.25,0.29,0.31,0.49
pi-qmc.csv,0.32,0.48,0.54,0.07,0.6,0.1,0.4,0.57,0.51,0.44,0.28,1.0,0.31,0.86
repositorium.csv,0.4,0.29,0.3,0.13,0.1,0.84,0.19,0.42,0.03,0.23,0.19,0.0,0.27,0.52
superwaba.csv,0.98,0.68,0.59,0.13,0.58,0.22,0.49,0.51,0.55,0.77,0.48,0.63,0.37,0.67
xapian.csv,0.51,0.49,0.48,0.32,0.68,0.18,0.45,0.4,0.29,0.63,0.92,0.25,0.31,0.66
zemljanka.csv,0.59,0.66,0.77,0.14,0.57,0.21,0.44,0.58,0.59,0.76,0.37,0.44,0.35,1.0
