,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.59,0.58,0.44,0.16,0.39,0.38,0.23,0.03,0.12,0.54,0.28,0.02,0.01,0.67
doomlegacy.csv,0.46,0.4,0.38,0.47,0.55,0.45,0.46,0.36,0.42,0.04,0.25,0.21,0.75,0.22
empserver.csv,0.33,0.38,0.33,0.43,0.0,0.5,0.31,0.29,0.25,0.38,0.34,0.25,0.37,0.22
fritzing.csv,0.25,0.0,0.25,0.38,0.3,0.1,0.55,0.25,0.5,0.12,0.08,0.09,0.16,0.22
ifmo-game-1.csv,0.08,0.06,0.04,0.0,0.03,0.02,0.05,0.09,0.0,0.04,0.03,0.02,0.01,0.0
jparsec.csv,0.71,0.88,0.9,0.91,1.0,0.88,1.0,0.01,1.0,0.73,0.89,1.0,0.96,1.0
lmms.csv,0.12,0.03,0.01,0.55,0.64,0.44,0.65,0.1,0.57,0.54,0.42,0.68,0.77,0.44
lufa-lib.csv,0.65,0.4,0.49,0.49,0.58,0.26,0.6,0.77,0.01,0.54,0.53,0.39,0.27,1.0
pgui.csv,0.34,0.58,0.25,0.31,0.24,0.26,0.0,0.1,0.95,0.54,0.27,0.68,0.43,0.11
pi-qmc.csv,0.55,0.25,0.47,0.58,0.73,0.34,0.41,0.38,0.43,0.42,0.33,0.0,0.19,0.89
repositorium.csv,0.45,0.27,0.23,0.27,0.09,0.0,0.23,0.32,0.08,0.46,0.34,0.09,0.22,0.44
superwaba.csv,0.01,0.45,0.44,0.66,0.48,0.55,0.58,0.36,0.64,0.58,0.35,0.34,0.51,0.44
xapian.csv,0.78,0.26,0.22,0.25,0.21,0.22,0.43,0.8,0.2,0.23,0.0,0.11,0.38,0.44
zemljanka.csv,0.6,0.95,1.0,0.92,0.88,0.97,1.0,0.93,0.99,0.62,1.0,1.0,0.99,0.0
