,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,1.0,1.0,1.0,1.0,1.0,0.72,0.67,0.84,0.9,0.75,0.84,1.0,0.6,0.17,0.49,1.0,1.0,0.96
archive-crawler.csv,0.92,1.0,1.0,0.79,0.98,0.67,0.93,1.0,0.98,0.96,0.81,0.41,1.0,1.0,0.97,0.85,0.95,1.0
customwars.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.81,1.09,0.84,0.65,1.0,0.97,0.81,0.9,1.0,1.0,0.93
gbif-providertoolkit.csv,0.69,1.0,0.96,0.89,1.0,0.5,0.76,0.98,0.23,0.5,0.72,0.96,0.79,0.81,0.71,0.92,1.0,0.73
gss.csv,0.94,1.0,1.0,0.58,1.0,0.86,0.88,0.56,1.0,0.96,0.97,0.87,1.0,1.0,1.0,1.0,1.0,0.2
heekscad.csv,0.38,0.95,1.0,0.72,1.0,0.85,0.94,0.59,1.0,0.97,0.98,0.56,0.94,1.0,0.92,0.88,0.99,0.52
ikvm.csv,0.97,0.94,0.23,0.85,0.96,0.86,0.86,0.77,0.53,0.81,0.81,0.89,0.88,0.66,0.87,0.95,0.66,0.87
jaxen.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.63,0.57,0.66,1.0,1.0,1.0
jcae.csv,0.94,1.0,1.0,0.56,1.0,0.47,0.84,0.58,0.89,0.63,0.84,1.0,0.88,0.97,0.81,1.0,1.0,0.56
levent.csv,0.77,0.99,0.63,0.55,1.0,0.52,0.61,0.36,0.45,0.63,0.67,0.89,0.7,0.52,0.43,0.9,0.91,0.86
nicepress.csv,0.99,1.0,1.0,0.89,1.0,0.53,0.7,0.96,0.47,0.23,0.51,0.91,0.76,1.03,0.56,1.0,1.0,0.9
pnotepad.csv,1.0,0.67,0.79,1.0,0.42,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.2,0.79,1.0
qcad2.csv,0.97,1.0,1.0,0.89,1.0,1.0,0.34,0.49,0.5,0.84,0.74,1.0,0.7,0.79,0.44,1.0,1.02,0.83
qedo.csv,1.0,0.98,1.0,0.91,0.97,0.95,1.01,0.94,1.0,0.98,0.88,0.93,0.92,1.0,1.0,0.98,0.64,0.91
quarkplusplus.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.27,0.67,0.71,1.0,1.0,1.0
sigil.csv,0.64,1.0,1.0,0.56,1.0,0.39,0.47,0.61,0.48,0.53,0.65,1.0,0.63,0.55,0.2,1.0,1.0,0.93
xcsoar.csv,0.77,0.35,0.56,0.99,0.64,1.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,0.46,0.68,1.0
xuggle.csv,0.89,0.77,0.72,1.0,0.8,0.97,1.0,1.0,1.0,1.0,1.0,0.66,1.0,1.0,1.0,0.39,0.9,1.0
