,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.65,0.44,0.35,0.19,0.35,0.12,0.71,0.59,0.38,0.0,0.43,0.31,0.4,0.48,0.69,0.28
bullet.csv,0.63,0.61,0.41,0.66,0.48,0.73,0.57,0.39,0.2,0.0,0.42,0.48,0.62,0.23,0.42,0.64
customwars.csv,0.62,0.51,0.22,0.55,0.43,0.54,0.52,0.3,0.81,0.0,0.39,0.43,0.61,0.46,0.35,0.53
dvd-create.csv,0.51,0.63,0.45,0.15,0.79,0.64,0.33,0.67,0.56,0.0,0.51,0.56,0.45,0.54,0.23,0.61
gbif-indexingtoolkit.csv,0.58,0.31,0.45,0.17,0.52,0.33,0.42,0.65,0.44,0.0,0.54,0.41,0.48,0.49,0.58,0.51
go.csv,0.68,0.75,0.57,0.4,0.59,0.59,0.72,0.48,0.49,0.53,0.17,0.52,0.58,0.45,0.75,0.63
growl-for-windows.csv,0.73,0.0,0.29,0.0,0.0,0.0,0.71,0.62,0.0,0.0,0.13,0.49,0.35,0.15,0.72,0.12
gss.csv,0.61,0.59,0.46,0.65,0.69,0.58,0.67,0.39,0.78,0.0,0.24,0.17,0.78,0.61,0.41,0.61
kwave.csv,0.67,0.0,0.64,0.0,0.0,0.59,0.58,0.55,0.73,0.29,0.42,0.46,0.7,0.59,0.45,0.0
libarchive.csv,0.66,0.69,0.59,0.38,0.69,0.64,0.69,0.09,0.82,0.35,0.0,0.17,0.35,0.43,0.24,0.67
linux-ntfs.csv,0.67,0.57,0.45,0.66,0.69,0.57,0.51,0.63,0.96,0.0,0.49,0.51,0.67,0.58,0.38,0.56
lsb.csv,0.65,0.48,0.42,0.78,0.55,0.64,0.55,0.49,0.78,0.0,0.42,0.42,0.43,0.6,0.58,0.59
mpgravity.csv,0.5,0.7,0.44,0.3,0.48,0.53,0.17,0.24,0.0,0.88,0.0,0.4,0.0,0.27,0.56,0.48
qcad2.csv,0.22,0.38,0.36,0.33,0.22,0.46,0.75,0.54,0.82,0.21,0.33,0.6,0.55,0.61,0.61,0.65
qtwin.csv,0.1,0.0,0.0,0.0,0.0,0.05,0.1,0.47,0.98,0.2,0.33,0.36,0.2,0.39,0.07,0.0
xinity.csv,0.4,0.0,0.48,0.0,0.0,0.44,0.43,0.39,0.19,0.0,0.59,0.73,0.0,0.36,0.68,0.05
