,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.81,0.89,0.25,0.11,0.92,0.78,0.5,0.21,0.01,0.0,0.15,0.65,0.48,0.5,0.86,1.0
bullet.csv,0.76,0.67,0.17,0.64,0.85,0.88,0.43,0.17,0.01,0.0,0.12,0.63,0.64,0.83,0.6,0.6
customwars.csv,0.85,0.79,0.13,0.96,0.9,0.81,0.49,0.12,0.01,0.0,0.17,0.6,0.68,0.65,0.69,0.52
dvd-create.csv,0.74,0.69,0.21,0.14,0.97,0.88,0.34,0.24,0.0,0.0,0.16,0.68,0.61,0.5,0.64,0.48
gbif-indexingtoolkit.csv,0.74,0.56,0.17,0.23,0.8,0.64,0.29,0.33,0.0,0.0,0.15,0.65,0.55,0.57,0.72,0.4
go.csv,0.78,0.83,0.28,0.17,0.83,0.82,0.43,0.17,0.0,0.3,0.16,0.59,0.63,0.45,0.78,0.48
growl-for-windows.csv,0.84,0.0,0.25,0.0,0.0,0.0,0.43,0.21,0.0,0.0,0.15,0.58,0.61,0.75,0.93,1.0
gss.csv,0.76,0.66,0.23,0.82,0.91,0.79,0.42,0.19,0.0,0.0,0.15,0.61,0.85,0.51,0.61,0.62
kwave.csv,0.78,0.64,0.38,0.25,0.8,0.82,0.38,0.18,0.0,0.75,0.15,0.64,0.68,0.5,0.61,0.42
libarchive.csv,0.77,0.71,0.24,0.39,0.87,0.8,0.41,0.18,0.0,0.23,0.15,0.62,0.62,0.48,0.68,0.67
linux-ntfs.csv,0.82,0.72,0.17,0.74,0.89,0.84,0.43,0.26,0.01,0.0,0.15,0.58,0.67,0.5,0.55,0.6
lsb.csv,0.8,0.59,0.16,0.65,0.82,0.83,0.51,0.28,0.01,0.0,0.15,0.51,0.59,0.53,0.68,0.52
mpgravity.csv,0.75,0.77,0.17,0.25,0.81,0.76,0.34,0.19,0.0,0.52,0.15,0.63,0.6,0.48,0.7,0.45
qcad2.csv,0.68,0.84,0.71,0.22,1.0,0.85,0.53,0.2,0.01,0.22,0.22,0.64,0.6,0.51,0.72,0.57
qtwin.csv,0.75,0.0,0.0,0.0,0.0,0.5,0.57,0.19,0.03,0.29,0.14,0.65,0.83,0.6,0.67,0.0
xinity.csv,0.62,0.62,0.32,0.13,0.78,0.72,0.26,0.15,0.0,0.23,0.17,0.73,0.57,0.35,0.73,0.38
