,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,0.18,0.52,0.49,0.49,0.65,0.5,0.65,0.55,0.37,0.53,0.45,0.59,0.75
bscwweasel.csv,0.04,0.09,0.49,0.71,0.59,0.53,0.45,0.57,0.43,0.44,0.33,0.4,0.64
capcode.csv,0.01,0.51,0.63,0.59,0.28,0.68,0.39,0.31,0.6,0.6,0.38,0.39,0.51
emite.csv,0.54,0.33,0.51,0.29,0.73,0.35,0.23,0.29,0.2,0.36,0.71,0.54,0.27
geogebra.csv,0.05,0.57,0.44,0.49,0.75,0.58,0.0,0.53,0.68,0.58,0.16,0.63,0.63
hibernate.csv,0.31,0.25,0.53,0.43,0.69,0.56,0.37,0.38,0.55,0.56,0.33,0.58,0.65
lamp.csv,0.39,0.67,0.35,0.6,0.17,0.54,0.13,0.57,0.65,0.61,0.22,0.66,0.59
nodal.csv,0.02,0.17,0.46,0.57,0.46,0.58,0.02,0.16,0.61,0.38,0.23,0.45,0.49
retromenu.csv,0.02,0.47,0.32,0.35,0.84,0.2,0.57,0.18,0.43,0.13,0.27,0.61,0.37
smbopensoft.csv,0.8,0.09,0.23,0.59,0.37,0.56,0.63,0.38,0.66,0.58,0.34,0.55,0.68
stuproa-cims.csv,0.0,0.09,0.39,0.35,0.65,0.0,0.02,0.63,0.34,0.19,0.27,0.48,0.71
thout.csv,0.54,0.41,0.6,0.44,0.59,0.17,0.0,0.35,0.13,0.48,0.2,0.48,0.55
uface.csv,0.0,0.0,0.43,0.72,0.65,0.58,0.13,0.57,0.52,0.64,0.61,0.64,0.95
