,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,hibernate.csv,emite.csv,geogebra.csv,uface.csv
boost-sandbox.csv,4.0,24.0,1.0,9.0,8.0,8.0,2.0,1.0,1.0,29.0,2.0,27.0,4.0
bscwweasel.csv,1.0,6.0,19.0,8.0,6.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0
capcode.csv,0.0,13.0,2.0,37.0,7.0,0.0,2.0,3.0,0.0,3.0,4.0,3.0,0.0
emite.csv,1.0,20.0,3.0,10.0,10.0,14.0,0.0,4.0,3.0,11.0,2.0,3.0,1.0
geogebra.csv,0.0,39.0,1.0,2.0,2.0,6.0,2.0,5.0,1.0,2.0,0.0,7.0,0.0
hibernate.csv,3.0,1.0,2.0,34.0,3.0,13.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0
lamp.csv,15.0,7.0,8.0,8.0,13.0,15.0,2.0,8.0,0.0,13.0,5.0,2.0,7.0
nodal.csv,0.0,8.0,0.0,6.0,10.0,12.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
retromenu.csv,0.0,9.0,0.0,5.0,1.0,2.0,1.0,7.0,1.0,1.0,0.0,2.0,0.0
smbopensoft.csv,0.0,10.0,22.0,37.0,13.0,0.0,1.0,6.0,3.0,3.0,1.0,2.0,2.0
stuproa-cims.csv,199.0,0.0,9.0,0.0,11.0,82.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0
thout.csv,0.0,13.0,4.0,3.0,7.0,0.0,2.0,2.0,0.0,35.0,3.0,19.0,9.0
uface.csv,1.0,13.0,10.0,12.0,2.0,16.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
