,recall,precision,pf,pci_20,ifa,wins
boost-sandbox.csv,0.64,0.29,0.52,0.45,4.0,2
bscwweasel.csv,0.45,0.41,0.24,0.6,2.0,9
capcode.csv,0.47,0.36,0.25,0.68,3.0,8
emite.csv,0.32,0.33,0.29,0.55,3.0,4
geogebra.csv,0.58,0.4,0.37,0.43,2.0,6
hibernate.csv,0.57,0.42,0.52,0.52,2.0,7
lamp.csv,0.64,0.35,0.47,0.46,8.0,0
nodal.csv,0.4,0.44,0.12,0.62,0.0,11
retromenu.csv,0.3,0.54,0.15,0.6,1.0,10
smbopensoft.csv,0.78,0.3,0.68,0.47,3.0,3
stuproa-cims.csv,0.3,0.44,0.13,0.75,1.0,12
thout.csv,0.8,0.27,0.83,0.43,3.0,1
uface.csv,0.91,0.28,0.69,0.39,1.0,5
