,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.1,0.25,0.94,0.37,0.18,0.29,0.22,0.4,0.0,0.23,0.25,0.0,0.95,0.56,0.46,0.44,0.26,0.35,0.24
blogentis.csv,0.5,0.54,0.75,0.44,0.59,0.45,1.0,0.41,0.6,1.0,0.68,0.33,0.5,0.52,0.44,0.42,0.76,0.66,0.35,0.39
free-evolution.csv,0.5,1.0,0.25,0.81,0.16,0.18,0.67,0.25,0.8,0.0,0.46,0.77,1.0,0.29,0.33,0.81,0.28,0.76,0.5,0.85
gtad.csv,1.0,0.03,0.0,0.12,0.04,0.27,0.21,0.0,0.0,1.0,0.14,0.31,0.0,0.1,0.11,0.15,0.2,0.11,0.06,0.03
htmlunit.csv,0.5,0.92,0.75,0.56,0.59,0.91,0.79,0.18,0.0,1.0,0.95,0.58,0.0,0.1,0.44,0.65,0.84,0.31,0.24,0.45
ipfire-wall.csv,0.5,0.46,0.75,0.62,0.27,0.09,0.62,0.29,0.0,0.0,0.6,0.48,0.5,0.38,0.89,0.92,0.52,0.7,0.26,0.15
irplus.csv,0.5,0.28,0.25,0.62,0.18,0.45,0.17,0.16,0.6,1.0,0.49,0.4,0.5,0.38,0.06,0.62,0.96,0.45,0.44,0.12
jasperreports.csv,0.5,0.03,0.0,0.0,0.02,0.55,0.12,0.06,0.0,1.0,0.14,0.06,0.0,0.0,0.06,0.96,0.36,0.21,0.18,0.03
jaxlib.csv,0.0,0.05,0.0,0.12,0.06,0.09,0.04,0.08,0.1,0.0,0.03,0.06,1.0,0.14,0.17,0.08,0.0,0.2,0.03,0.15
jvcl.csv,0.0,0.13,0.0,0.88,0.0,0.0,0.04,0.02,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0
kaffeine.csv,0.5,1.0,1.0,0.88,1.0,0.82,0.88,0.39,0.7,1.0,0.83,0.88,1.0,0.81,0.94,1.0,0.68,0.37,0.88,0.94
m-m-m.csv,1.0,0.56,1.0,0.94,1.0,0.91,0.92,1.0,0.4,1.0,0.93,0.96,1.0,0.95,1.0,0.96,0.68,0.95,0.88,0.94
myfaces.csv,1.0,0.97,1.0,0.19,0.92,0.73,0.79,0.63,0.1,0.0,0.63,0.79,0.5,0.76,0.89,0.85,0.76,0.03,0.5,0.88
nh3d.csv,0.5,0.0,1.0,0.25,0.12,0.45,0.25,0.0,0.9,1.0,0.31,0.4,0.0,0.29,0.28,0.42,0.2,0.33,0.44,0.21
poormans.csv,1.0,0.56,0.75,0.5,0.22,0.27,0.38,0.25,0.5,1.0,0.57,0.58,0.0,0.29,0.44,0.92,0.32,0.43,0.94,0.3
sarasvati.csv,1.0,0.08,0.0,0.69,0.06,1.0,0.08,0.1,0.1,0.0,0.3,0.46,0.0,0.19,0.11,0.42,0.12,0.29,0.32,0.09
smartgwt.csv,1.0,0.95,0.0,0.81,0.45,0.45,0.54,0.63,0.6,1.0,0.93,0.58,0.5,0.43,0.67,1.0,0.4,0.93,0.53,0.36
taokgame.csv,0.5,0.05,0.0,0.12,0.06,0.09,0.17,0.02,1.0,0.0,0.01,0.23,0.0,0.24,0.44,0.23,0.08,0.04,0.24,0.15
wgs-assembler.csv,0.0,1.0,0.75,0.12,0.22,0.27,0.17,0.04,0.3,1.0,0.07,0.27,0.5,0.43,0.39,0.58,0.04,0.51,0.29,0.24
