,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.77,0.9,0.37,0.32,0.56,0.96,0.76,0.67,0.7,0.75,0.96,0.8,0.69,0.95,0.54,0.64,0.68,0.7,0.77,0.95
blogentis.csv,0.85,0.61,0.51,0.49,0.62,0.56,0.75,0.61,0.57,0.52,0.48,0.73,0.53,0.51,0.64,0.68,0.48,0.62,0.76,0.8
free-evolution.csv,0.6,0.31,0.96,0.31,0.88,0.79,0.43,0.92,0.4,0.83,0.62,0.44,0.33,0.71,0.69,0.5,0.74,0.36,0.7,0.86
gtad.csv,0.5,0.67,0.0,0.9,0.5,0.86,0.92,0.0,0.89,0.5,0.94,0.96,0.75,0.86,0.5,0.94,0.9,0.93,0.75,0.5
htmlunit.csv,0.45,0.33,0.54,0.43,0.58,0.42,0.44,0.5,0.87,0.4,0.59,0.69,0.64,0.93,0.59,0.56,0.38,0.99,0.94,0.62
ipfire-wall.csv,0.65,0.46,0.46,0.4,0.69,0.9,0.47,0.53,0.44,0.0,0.4,0.96,0.47,0.7,0.56,0.47,0.5,0.49,0.95,0.81
irplus.csv,0.71,0.54,0.85,0.36,0.89,0.78,0.76,0.56,0.8,0.67,0.5,0.67,0.39,0.66,0.88,0.64,0.62,0.76,0.73,0.95
jasperreports.csv,0.5,0.67,0.83,0.89,0.0,0.84,0.77,0.67,0.0,0.59,0.96,0.95,0.5,0.67,0.0,0.96,0.7,0.95,0.89,0.83
jaxlib.csv,0.75,0.67,0.0,0.86,0.67,0.75,0.83,0.75,0.91,0.0,0.94,0.9,0.5,0.83,0.8,0.95,0.67,0.97,0.5,0.91
jvcl.csv,0.0,0.83,0.0,0.93,0.0,0.89,0.89,0.0,0.8,0.88,0.94,0.97,0.0,0.93,0.0,0.98,0.0,0.0,0.0,0.0
kaffeine.csv,0.36,0.32,0.51,0.31,0.4,0.46,0.4,0.38,0.4,0.37,0.33,0.41,0.29,0.35,0.37,0.47,0.39,0.4,0.37,0.46
m-m-m.csv,0.37,0.45,0.52,0.31,0.4,0.43,0.38,0.63,0.44,0.38,0.37,0.43,0.35,0.39,0.39,0.52,0.46,0.56,0.53,0.46
myfaces.csv,0.36,0.32,0.51,0.95,0.43,0.44,0.49,0.72,0.72,0.4,0.45,0.97,0.56,0.43,0.38,0.52,0.37,0.97,0.64,0.47
nh3d.csv,0.75,0.0,0.75,0.96,0.83,0.93,0.92,0.0,0.94,0.69,0.97,0.88,0.83,0.88,0.8,0.96,0.91,0.98,0.76,0.91
poormans.csv,0.92,0.53,0.69,0.53,0.64,0.91,0.63,0.38,0.61,0.75,0.49,0.62,0.69,0.81,0.62,0.45,0.59,0.84,0.7,0.96
sarasvati.csv,0.88,0.67,0.0,0.43,0.67,0.91,0.75,0.71,0.75,0.5,0.97,0.89,0.88,0.94,0.75,0.97,0.92,0.98,0.83,0.75
smartgwt.csv,0.47,0.34,0.44,0.32,0.61,0.79,0.57,0.68,0.52,0.65,0.41,0.64,0.36,0.55,0.48,0.56,0.6,0.56,0.6,0.61
taokgame.csv,0.9,0.67,0.0,0.92,0.67,0.93,0.86,0.0,0.9,0.9,0.83,0.86,0.0,0.89,0.5,0.95,0.91,0.75,0.95,0.91
wgs-assembler.csv,0.8,0.64,0.98,0.93,0.93,0.95,0.94,0.75,0.74,0.84,0.96,0.9,0.9,0.76,0.69,0.93,0.9,0.51,0.95,0.84
