,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,1.02,0.9,0.86,0.89,0.63,0.83,0.75,0.79,0.68,1.0,0.79,0.8,1.04,0.05,0.62,0.66,0.61,0.75,0.66,0.76
blogentis.csv,0.61,0.66,1.03,0.66,0.83,0.81,0.0,0.62,0.64,0.7,0.68,0.68,0.62,0.78,0.78,0.62,0.7,0.36,0.81,0.84
free-evolution.csv,0.69,0.96,0.75,0.92,0.84,0.84,0.85,0.75,0.96,1.02,0.63,0.81,0.79,0.77,0.72,0.7,0.77,0.48,0.56,0.15
gtad.csv,0.0,0.97,1.0,0.88,0.96,0.73,0.8,1.0,1.01,0.38,0.86,0.69,1.0,0.91,0.89,0.85,0.81,0.89,0.94,0.97
htmlunit.csv,0.92,0.95,0.98,0.6,0.45,0.97,0.91,0.83,1.02,0.93,0.05,0.49,1.04,0.91,0.79,0.87,0.92,0.71,0.77,0.87
ipfire-wall.csv,0.55,0.69,0.67,0.69,0.73,0.91,0.62,0.73,1.09,1.0,0.62,0.53,0.62,0.65,0.11,0.33,0.56,0.36,0.74,0.86
irplus.csv,0.55,0.81,0.76,0.84,0.82,0.6,0.85,0.85,0.46,0.03,0.59,0.67,0.68,0.65,0.96,0.52,0.04,0.95,0.57,0.89
jasperreports.csv,0.5,0.97,1.0,1.0,0.98,0.53,0.96,0.94,1.0,0.62,0.87,0.94,1.0,1.0,0.94,0.04,0.8,0.79,0.82,0.97
jaxlib.csv,1.0,0.95,1.0,0.88,0.94,0.91,0.96,0.92,0.91,1.0,0.97,0.94,0.0,0.86,0.84,0.92,1.0,0.81,0.97,0.85
jvcl.csv,1.0,0.87,1.0,0.12,1.0,1.0,0.97,0.98,0.9,1.01,1.0,0.99,1.0,1.01,1.0,0.97,0.96,1.0,1.0,1.0
kaffeine.csv,1.06,0.94,1.0,0.99,0.09,0.55,0.75,0.73,0.75,0.97,0.6,0.44,0.96,0.73,0.95,0.81,0.63,0.7,0.45,0.96
m-m-m.csv,0.92,0.74,0.99,0.99,1.0,0.89,0.93,0.0,0.94,0.75,0.97,0.97,0.79,0.9,0.62,0.82,0.59,0.99,0.83,1.0
myfaces.csv,0.94,1.0,1.0,0.82,1.0,0.98,0.67,0.79,0.95,1.37,0.85,0.21,0.59,0.85,0.93,0.87,1.01,0.97,0.85,0.94
nh3d.csv,0.5,1.0,0.0,0.77,0.88,0.55,0.76,1.0,0.13,0.2,0.69,0.64,1.01,0.74,0.73,0.58,0.81,0.68,0.56,0.79
poormans.csv,0.15,0.66,0.55,0.58,0.78,0.73,0.64,0.8,0.64,0.18,0.48,0.44,1.05,0.73,0.74,0.38,0.75,0.57,0.06,0.71
sarasvati.csv,0.08,0.92,1.0,0.66,0.94,0.0,0.92,0.92,0.9,1.0,0.7,0.55,1.01,0.82,0.89,0.58,0.9,0.72,0.68,0.91
smartgwt.csv,0.45,0.96,1.05,0.85,0.99,0.65,0.67,0.71,0.63,0.54,0.8,0.59,0.88,0.73,0.48,0.64,0.69,0.07,0.54,0.67
taokgame.csv,0.52,0.95,1.0,0.88,0.94,0.91,0.83,0.98,0.0,1.01,0.99,0.8,1.0,0.79,0.67,0.77,0.94,0.96,0.77,0.85
wgs-assembler.csv,1.0,0.0,0.29,0.88,0.86,0.77,0.85,0.98,0.76,0.39,0.94,0.75,0.53,0.65,0.66,0.44,0.98,0.53,0.75,0.83
