,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.0,0.4,0.01,0.11,1.0,0.07,0.28,0.92,0.13,0.0,0.38,0.13,0.0,0.95,0.38,0.06,0.5,0.33,0.4,0.42
blogentis.csv,0.04,0.39,0.01,0.12,0.78,0.05,1.0,0.91,0.13,0.02,0.34,0.27,0.05,0.14,0.29,0.1,0.4,0.61,0.16,0.17
free-evolution.csv,0.03,0.37,0.04,0.09,1.0,0.06,0.23,1.0,0.09,0.0,0.4,0.14,0.05,0.16,0.38,0.06,0.37,0.36,0.34,1.0
gtad.csv,1.0,0.33,0.0,0.2,1.0,0.43,0.42,0.0,0.0,0.04,0.75,0.65,0.0,0.29,1.0,0.22,0.5,0.71,0.5,0.5
htmlunit.csv,0.02,0.35,0.01,0.13,0.94,0.06,0.24,0.9,0.0,0.02,1.0,0.27,0.0,0.14,0.28,0.04,0.34,0.37,0.47,0.17
ipfire-wall.csv,0.06,0.38,0.01,0.11,1.0,0.1,0.31,0.88,0.0,0.0,0.37,0.5,0.05,0.27,1.0,0.13,0.5,0.51,0.47,0.24
irplus.csv,0.06,0.3,0.02,0.08,1.0,0.11,0.24,0.89,0.24,0.33,0.43,0.18,0.04,0.28,0.12,0.09,1.0,0.15,0.5,0.19
jasperreports.csv,0.5,0.33,0.0,0.0,1.0,0.12,0.1,1.0,0.0,0.03,0.46,0.14,0.0,0.0,1.0,1.0,0.3,1.0,0.67,0.17
jaxlib.csv,0.0,0.67,0.0,0.29,1.0,0.25,0.17,1.0,0.09,0.0,0.19,0.3,1.0,0.5,0.6,0.1,0.0,0.47,0.5,0.45
jvcl.csv,0.0,0.83,0.0,1.0,0.0,0.0,0.11,1.0,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0
kaffeine.csv,0.01,0.37,0.01,0.09,0.98,0.1,0.29,0.83,0.11,0.02,0.4,0.25,0.04,0.18,0.33,0.06,0.41,0.26,0.35,0.23
m-m-m.csv,0.03,0.34,0.01,0.1,0.82,0.07,0.26,1.0,0.06,0.02,0.31,0.14,0.05,0.17,0.44,0.06,0.44,0.23,0.22,0.22
myfaces.csv,0.03,0.35,0.01,0.14,0.8,0.05,0.3,0.82,0.04,0.0,0.27,0.97,0.06,0.15,0.32,0.05,0.31,0.1,0.16,0.22
nh3d.csv,0.25,0.0,1.0,0.15,1.0,0.33,0.5,0.0,0.56,0.08,0.84,0.22,0.0,0.24,0.5,0.44,0.45,0.52,0.6,0.64
poormans.csv,0.15,0.39,0.02,0.16,1.0,0.27,0.47,0.81,0.13,0.08,0.55,0.42,0.0,0.29,0.31,0.12,0.36,0.91,0.97,0.38
sarasvati.csv,0.25,1.0,0.0,0.12,1.0,1.0,0.5,0.71,0.25,0.0,0.81,0.49,0.0,0.25,0.5,0.31,0.25,0.48,0.48,0.75
smartgwt.csv,0.06,0.36,0.0,0.1,0.71,0.08,0.28,0.84,0.13,0.03,0.35,0.18,0.03,0.16,0.48,0.08,0.4,0.99,0.34,0.36
taokgame.csv,0.1,0.67,0.0,0.15,1.0,0.07,0.57,1.0,1.0,0.0,0.17,0.16,0.0,0.19,0.36,0.27,0.18,1.0,0.38,0.45
wgs-assembler.csv,0.0,1.0,0.06,0.13,0.73,0.07,0.24,0.5,0.11,0.04,0.22,0.18,0.1,0.21,0.44,0.21,0.1,0.44,0.24,0.18
