,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.64,0.59,0.43,0.96,0.97,0.71,0.92,0.52,0.98,0.99,0.98,0.84,0.31,0.76,0.71
grafx2.csv,0.66,0.51,0.6,0.62,0.3,0.69,0.68,0.82,0.53,0.94,0.4,0.93,0.48,0.74,0.61
keyczar.csv,1.0,0.87,0.86,0.92,0.91,0.99,0.79,0.94,0.91,0.89,0.71,1.0,1.0,0.4,0.88
lmms.csv,0.76,0.51,0.35,0.88,0.48,0.53,0.92,0.48,0.83,0.98,0.74,0.7,0.74,0.56,0.59
lufa-lib.csv,0.6,0.6,0.88,0.6,1.01,0.62,0.7,0.98,0.59,0.45,0.81,1.01,0.7,0.56,0.88
netatalk.csv,0.58,0.62,0.81,0.58,0.45,0.84,0.64,0.99,0.5,0.65,0.46,0.8,0.58,0.63,0.35
openmeetings.csv,0.5,0.56,0.21,0.58,0.35,0.56,0.58,0.39,0.57,0.76,0.59,0.77,0.53,0.9,0.56
openxava.csv,0.58,0.78,0.66,0.63,0.84,0.65,0.62,0.38,0.68,0.83,0.49,0.41,0.88,0.59,0.67
pgui.csv,1.0,0.99,0.73,1.0,0.48,1.0,1.0,0.75,0.4,1.0,0.82,1.0,0.86,1.0,1.0
qpe.csv,0.43,0.66,0.44,0.5,0.39,0.56,0.74,0.61,0.49,0.88,0.67,0.95,0.64,0.8,0.58
quickfast.csv,0.86,0.86,0.81,0.92,0.87,0.63,0.77,0.63,0.96,0.97,0.72,0.95,0.89,0.94,0.37
rsyslog.csv,0.54,0.61,0.47,0.32,0.39,0.74,0.7,1.0,0.55,0.65,0.61,0.99,0.52,0.76,0.59
sylpheed-claws.csv,0.98,1.0,0.93,1.0,1.0,0.75,0.43,0.71,0.64,1.0,1.0,1.0,1.0,1.0,1.0
xqilla.csv,0.9,0.81,0.99,0.96,0.79,0.92,0.83,0.94,0.91,0.91,0.76,0.06,0.85,0.8,0.77
yale.csv,0.8,0.79,0.47,1.0,1.0,0.56,0.9,0.6,0.7,0.99,1.0,1.06,0.86,0.68,0.82
