,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.28,0.52,0.0,0.82,0.44,0.1
arsenal-1.csv,0.68,0.09,0.74,0.05,0.08,0.38
barracudamvc.csv,0.73,0.87,0.96,0.86,1.0,0.38
mevenide.csv,0.59,0.39,0.19,0.05,0.12,0.69
mumble.csv,0.59,0.91,0.52,0.14,0.88,0.24
openintents.csv,0.5,0.7,1.0,0.73,0.44,0.34
