,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.91,0.5,0.0,0.64,0.61,0.6
arsenal-1.csv,0.79,0.33,0.65,0.5,0.4,0.31
barracudamvc.csv,0.93,0.43,0.46,0.39,0.28,0.16
mevenide.csv,0.81,0.39,0.42,0.5,0.5,0.61
mumble.csv,0.87,0.41,0.4,0.33,0.61,0.17
openintents.csv,0.84,0.57,0.47,0.42,0.18,0.21
