,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.53,0.13,0.2,0.72,0.56,0.0,0.99,0.79,0.76,0.41,0.25,0.48,0.47,0.05,0.68,0.39,0.39
codepurge.csv,0.45,0.14,0.43,0.33,0.43,0.0,0.39,0.61,0.65,0.42,0.96,0.47,0.45,0.0,0.66,0.34,0.38
crisscross.csv,0.18,0.23,0.95,0.24,0.05,0.29,0.05,0.33,0.17,0.4,0.16,0.33,0.0,0.03,0.15,0.17,0.07
elvishrayrenderer.csv,0.48,0.23,0.31,0.78,0.59,0.05,0.65,0.77,0.55,0.35,0.2,0.56,0.46,0.02,1.0,0.31,0.35
gisgraphy.csv,0.31,0.16,0.0,0.66,0.26,0.0,0.4,0.45,0.2,0.25,0.23,0.3,0.42,0.0,0.4,0.28,0.98
ivataopenportal.csv,0.51,0.48,0.17,0.75,0.97,0.0,0.7,0.45,0.66,0.57,0.3,0.55,0.51,0.0,0.5,0.3,0.52
lite.csv,0.24,0.0,0.52,0.23,0.2,0.0,0.27,0.3,0.53,0.97,0.21,0.51,0.3,0.0,0.4,0.34,0.34
mb-unit.csv,0.52,0.32,0.34,1.0,0.68,0.05,0.85,0.91,0.74,0.58,0.29,0.62,0.47,0.02,0.65,0.45,0.26
nova.csv,0.5,0.93,0.31,0.55,0.57,0.05,0.66,0.83,0.65,0.4,0.25,0.54,0.56,0.05,0.69,0.42,0.44
olex2.csv,0.55,0.12,0.33,0.62,0.56,0.0,0.5,0.7,0.68,0.36,0.13,0.98,0.42,0.0,0.54,0.46,0.35
openwbem.csv,0.95,0.26,0.35,0.72,0.53,0.0,0.62,0.68,0.69,0.52,0.25,0.56,0.32,0.0,0.44,0.32,0.36
stajistics.csv,0.37,0.11,0.19,0.38,0.4,0.0,0.42,0.36,0.67,0.43,0.16,0.31,0.93,0.0,0.57,0.24,0.36
uwom.csv,0.47,0.21,0.29,0.67,0.47,0.04,0.49,0.94,0.62,0.32,0.22,0.27,0.42,0.0,0.73,0.96,0.48
xcmetadataservicestoolkit.csv,0.44,0.26,0.31,0.67,0.63,0.06,0.74,0.61,1.0,0.18,0.3,0.54,0.21,0.02,0.44,0.23,0.24
