,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.64,0.1,0.4,0.59,0.56,0.0,0.99,0.7,0.64,0.54,0.56,0.5,0.62,0.88,0.54,0.63,0.52
codepurge.csv,0.43,0.1,0.53,0.24,0.37,0.0,0.3,0.5,0.56,0.55,0.93,0.42,0.42,0.0,0.59,0.48,0.47
crisscross.csv,0.13,0.27,0.92,0.17,0.04,0.98,0.04,0.24,0.12,0.32,0.2,0.27,0.0,0.77,0.11,0.13,0.06
elvishrayrenderer.csv,0.29,0.38,0.61,0.53,0.39,0.7,0.49,0.68,0.44,0.51,0.48,0.57,0.61,0.13,1.0,0.46,0.47
gisgraphy.csv,0.33,0.26,0.0,0.44,0.2,0.0,0.31,0.0,0.14,0.39,0.5,0.3,0.57,0.0,0.33,0.32,0.96
ivataopenportal.csv,0.6,0.51,0.32,0.58,0.96,0.0,0.59,0.0,0.56,0.76,0.65,0.56,0.66,0.0,0.42,0.51,0.67
lite.csv,0.18,0.0,0.79,0.16,0.16,0.0,0.19,0.22,0.43,0.94,0.15,0.49,0.24,0.0,0.3,0.37,0.31
mb-unit.csv,0.27,0.27,0.63,0.99,0.56,0.75,0.32,0.0,0.64,0.52,0.5,0.63,0.62,0.38,0.54,0.61,0.36
nova.csv,0.6,0.99,0.61,0.44,0.51,0.7,0.56,0.75,0.55,0.56,0.56,0.55,0.7,0.89,0.61,0.63,0.5
olex2.csv,0.66,0.1,0.51,0.51,0.55,0.0,0.4,0.59,0.58,0.52,0.15,0.98,0.52,0.0,0.45,0.58,0.27
openwbem.csv,0.93,0.28,0.65,0.57,0.53,0.0,0.49,0.58,0.6,0.74,0.59,0.59,0.43,0.0,0.38,0.55,0.49
stajistics.csv,0.33,0.1,0.17,0.28,0.32,0.0,0.32,0.26,0.58,0.59,0.2,0.26,0.89,0.0,0.48,0.38,0.46
uwom.csv,0.57,0.34,0.58,0.53,0.45,0.62,0.39,0.0,0.51,0.43,0.47,0.25,0.55,0.0,0.64,0.96,0.59
xcmetadataservicestoolkit.csv,0.53,0.35,0.61,0.55,0.61,0.78,0.63,0.0,1.0,0.16,0.46,0.55,0.23,0.21,0.38,0.39,0.33
