,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.41,0.5,0.14,0.88,0.58,0.0,0.99,1.0,0.77,0.33,0.16,0.46,0.36,0.02,0.65,0.25,0.31
codepurge.csv,0.52,1.0,0.4,0.96,0.6,0.0,0.81,1.0,0.79,0.35,1.0,0.65,0.58,0.0,0.79,0.27,0.33
crisscross.csv,0.51,0.23,1.0,0.92,0.38,0.17,0.75,1.0,0.67,0.8,0.16,0.56,0.0,0.02,0.5,0.37,0.17
elvishrayrenderer.csv,0.34,0.15,0.2,0.85,0.48,0.02,0.75,1.0,0.66,0.24,0.12,0.47,0.33,0.01,1.0,0.2,0.27
gisgraphy.csv,0.34,0.12,0.0,0.81,0.51,0.0,0.74,0.98,0.45,0.18,0.15,0.34,0.33,0.0,0.62,0.28,1.0
ivataopenportal.csv,0.43,0.5,0.12,0.86,0.98,0.0,0.81,0.98,0.77,0.44,0.19,0.46,0.39,0.0,0.72,0.21,0.39
lite.csv,0.58,0.0,0.39,0.93,0.45,0.0,0.86,1.0,0.88,1.0,0.6,0.6,0.6,0.0,0.82,0.36,0.46
mb-unit.csv,0.36,0.5,0.23,0.99,0.55,0.03,0.78,0.99,0.78,0.78,0.22,0.6,0.35,0.01,0.65,0.36,0.21
nova.csv,0.41,0.87,0.2,0.88,0.49,0.02,0.85,1.0,0.74,0.28,0.16,0.46,0.45,0.03,0.7,0.31,0.31
olex2.csv,0.46,0.25,0.25,0.91,0.58,0.0,0.81,1.0,0.76,0.28,0.14,0.98,0.36,0.0,0.78,0.4,0.24
openwbem.csv,0.99,0.17,0.23,0.86,0.51,0.0,0.75,1.0,0.8,0.37,0.15,0.51,0.25,0.0,0.6,0.21,0.27
stajistics.csv,0.5,0.17,0.27,0.94,0.72,0.0,0.85,1.0,0.79,0.33,0.16,0.54,1.0,0.0,0.79,0.18,0.3
uwom.csv,0.38,0.15,0.18,0.86,0.51,0.02,0.79,0.99,0.71,0.21,0.14,0.35,0.3,0.0,0.7,0.98,0.41
xcmetadataservicestoolkit.csv,0.37,0.22,0.21,0.88,0.55,0.03,0.82,0.99,1.0,0.29,0.24,0.57,0.21,0.01,0.6,0.17,0.19
