,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.51,0.48,0.88,0.5,0.58,0.4,0.73,0.62,0.68,0.5,0.55,0.5,0.63,0.45
autowikibrowser.csv,0.39,0.61,0.65,0.66,0.7,0.75,0.46,0.48,0.65,0.66,0.42,0.41,0.65,0.46
cities3d.csv,0.66,0.96,0.88,0.66,0.77,0.42,0.99,0.65,1.0,0.79,0.78,0.55,0.96,0.98
kmatplot.csv,0.31,0.89,0.76,0.72,0.71,0.52,0.75,0.71,1.0,0.69,0.66,0.68,0.92,0.6
libarchive.csv,0.61,0.84,0.41,0.69,0.8,0.77,0.62,0.46,0.74,0.61,0.61,0.49,0.7,0.43
lphant.csv,0.42,0.69,0.52,0.54,0.65,0.47,0.51,0.48,0.71,0.61,0.45,0.45,0.5,0.45
mob-sen-plat.csv,0.57,0.8,0.31,0.79,0.69,0.42,0.49,0.58,0.68,0.89,0.61,0.71,0.56,0.51
mscore.csv,0.78,0.89,0.65,0.83,0.95,0.46,0.52,0.44,0.75,0.77,0.73,0.54,0.72,0.62
pidgin.csv,0.74,0.72,0.65,0.6,0.76,0.56,0.44,0.52,0.69,0.63,0.66,0.6,0.61,0.58
quickfast.csv,0.59,0.67,0.72,0.63,0.72,0.86,0.83,0.7,0.68,0.72,0.91,0.95,0.36,0.66
raygina.csv,0.51,0.4,1.0,0.68,0.75,0.63,0.55,0.56,0.81,0.59,0.79,0.66,0.77,1.0
riff-evolve.csv,0.47,0.64,0.91,0.53,0.54,0.4,0.43,0.6,0.79,0.41,0.46,0.51,0.48,0.64
upp-mirror.csv,0.65,0.76,0.77,0.65,0.41,0.89,0.71,0.64,0.83,0.68,0.84,0.63,0.69,0.78
wishmaster.csv,0.57,0.75,0.93,0.68,0.59,0.65,0.81,0.58,0.34,0.81,0.55,0.63,0.58,0.9
