,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.51,0.97,0.0,0.0,0.48,0.67,0.13,0.58,0.71,0.07,0.71,0.0
fityk.csv,0.59,0.91,0.35,0.65,0.31,0.62,0.14,0.61,0.8,0.08,0.45,0.23
hatari.csv,0.63,0.82,0.35,0.65,0.28,0.66,0.13,0.71,0.66,0.05,0.6,0.19
lmms.csv,0.5,0.84,0.45,0.76,0.26,0.6,0.19,0.7,0.67,0.06,0.41,0.23
mecat.csv,0.75,1.0,0.57,0.82,0.29,0.71,0.17,0.0,1.0,0.27,0.0,0.36
nullc.csv,0.5,1.0,0.35,0.72,0.28,0.7,0.07,0.59,0.73,0.09,0.29,0.32
oscarmcmaster.csv,0.56,0.94,0.62,0.71,0.26,0.66,0.19,0.58,0.66,0.1,0.38,0.34
superwaba.csv,0.67,0.9,0.65,0.68,0.24,0.62,0.11,0.62,0.69,0.03,0.38,0.23
tycho.csv,0.56,1.0,0.42,0.7,0.26,0.82,0.2,0.81,0.72,0.0,0.0,0.35
vienna-add-in.csv,0.47,0.83,0.3,0.69,0.25,0.81,0.14,0.63,0.66,0.02,0.2,0.26
voms.csv,0.55,1.0,0.38,0.73,0.29,0.64,0.45,0.62,0.83,0.1,0.33,0.26
wsmt.csv,0.0,0.57,0.53,0.86,0.25,0.59,0.0,1.0,0.0,0.0,0.84,0.2
