,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.53,0.09,0.0,0.0,0.25,0.63,0.91,0.89,0.41,0.63,0.33,0.0
fityk.csv,0.36,0.18,0.99,0.81,0.61,0.85,0.85,0.32,0.41,0.55,0.6,0.65
hatari.csv,0.28,0.55,0.87,0.73,0.85,0.73,0.71,0.07,0.64,0.98,0.63,0.68
lmms.csv,0.33,0.45,0.29,0.38,0.28,0.56,0.39,0.25,0.64,0.55,0.53,0.56
mecat.csv,0.06,0.0,0.13,0.04,0.25,0.05,0.08,0.0,0.0,0.13,0.03,0.04
nullc.csv,0.5,0.0,0.9,0.51,0.77,0.78,0.8,0.86,0.36,0.48,0.17,0.37
oscarmcmaster.csv,0.44,0.18,0.18,0.56,0.69,0.59,0.33,0.89,0.55,0.47,0.53,0.3
superwaba.csv,0.17,0.27,0.22,0.34,0.21,0.66,0.38,0.54,0.73,0.6,0.83,0.4
tycho.csv,0.31,0.0,0.28,0.29,0.41,0.07,0.06,0.21,0.23,0.12,0.07,0.11
vienna-add-in.csv,0.72,0.55,0.8,0.51,0.67,0.37,0.85,0.57,0.91,0.68,0.27,0.38
voms.csv,0.42,0.0,0.77,0.37,0.41,0.54,0.17,0.57,0.18,0.45,0.27,0.52
wsmt.csv,0.0,0.27,0.2,0.01,0.05,0.56,0.0,0.0,0.0,0.27,0.17,0.46
