,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.61,0.29,1.0,1.0,0.44,0.73,0.91,0.89,0.65,0.63,0.44,1.0
fityk.csv,0.5,0.63,0.99,0.82,0.65,0.91,0.85,0.68,0.46,0.55,0.83,0.7
hatari.csv,0.5,0.7,0.88,0.77,0.86,0.79,0.75,0.86,0.74,0.98,0.66,0.78
lmms.csv,0.67,0.65,0.63,0.5,0.78,0.81,0.52,0.6,0.73,0.64,0.87,0.66
mecat.csv,0.8,0.92,0.69,0.9,0.77,0.94,0.89,1.0,0.84,0.13,1.0,0.92
nullc.csv,0.63,0.34,0.91,0.59,0.79,0.79,0.98,0.86,0.62,0.48,0.96,0.5
oscarmcmaster.csv,0.54,0.44,0.48,0.62,0.76,0.74,0.56,0.89,0.72,0.47,0.89,0.51
superwaba.csv,0.61,0.55,0.34,0.69,0.85,0.8,0.77,0.61,0.76,0.9,1.01,0.67
tycho.csv,0.6,0.54,0.68,0.7,0.72,0.83,0.89,0.33,0.74,1.01,1.0,0.77
vienna-add-in.csv,0.75,0.69,0.89,0.63,0.76,0.44,0.85,0.62,0.92,0.95,0.98,0.63
voms.csv,0.56,0.64,0.78,0.59,0.68,0.75,0.17,0.63,0.57,0.45,0.92,0.6
wsmt.csv,1.0,0.96,0.63,0.96,0.96,0.82,1.0,0.91,1.0,1.03,0.28,0.74
