,id,count_recall,count_precision,count_pf,cdom_score,bellwether
55,2,1,1,1,0,logicmail.csv
51,3,1,5,10,9,bscwweasel.csv
50,4,1,4,16,15,lamp.csv
57,5,1,6,11,10,gabel.csv
21,6,1,8,15,13,papertoolkit.csv
17,7,1,9,18,17,freedom-erp.csv
27,8,5,10,14,18,ninject.csv
16,9,1,3,8,9,ibatisdb.csv
24,10,2,1,7,8,projectfactory.csv
56,13,2,3,3,5,nutz.csv
58,14,1,1,2,1,emftriple.csv
18,16,2,7,9,13,autowikibrowser.csv
23,17,1,3,7,5,jcl.csv
14,18,1,3,6,7,chrysalis.csv
25,19,1,5,6,8,twostep.csv
13,20,2,4,6,7,paintown.csv
28,21,1,1,6,6,mia.csv
59,22,1,7,17,16,factor.csv
49,23,2,8,15,14,hydrogen.csv
48,24,1,7,10,9,lockss.csv
60,25,1,7,8,8,mobicents.csv
26,26,1,3,7,6,acdk.csv
15,27,1,1,4,4,runuomondains.csv
22,28,1,7,14,13,unimrcp.csv
38,30,3,2,5,5,pfaedit.csv
33,31,1,2,8,8,jasperreports.csv
5,32,1,8,15,14,xbg.csv
12,33,1,4,12,11,kowari.csv
11,34,1,3,4,3,arcallians.csv
6,35,3,2,1,1,maya-work-in-progress.csv
32,36,1,5,8,7,fceugc.csv
39,37,1,4,7,6,metacosm.csv
31,38,1,2,7,6,xreal.csv
40,39,2,2,2,2,zorannt.csv
53,40,2,3,4,8,bacnet.csv
46,41,5,9,8,18,passwordsafe.csv
19,42,1,3,4,3,dataobjectsdotnet.csv
30,43,1,10,16,15,gmerlin.csv
29,44,1,9,18,17,alpine.csv
20,45,4,4,9,10,ossbuild.csv
45,46,1,8,11,9,zoolib.csv
54,47,1,5,12,11,pixel-commandos.csv
47,48,6,3,7,13,ng4j.csv
52,49,1,4,11,10,ktc.csv
8,51,1,5,11,10,jstock.csv
41,52,1,8,14,13,wxcode.csv
37,53,1,4,5,8,zildo.csv
36,54,2,2,1,2,freewrl.csv
42,55,1,4,7,6,adaptagrams.csv
4,57,1,3,5,5,encog-java.csv
9,58,1,7,10,10,vapor.csv
1,59,2,3,4,3,columba.csv
0,61,3,7,9,16,yarp0.csv
35,62,1,6,9,8,jgnash.csv
43,63,2,8,16,16,nh3d.csv
44,64,1,11,18,16,bionote.csv
34,65,3,4,13,12,codepurge.csv
2,66,2,6,13,13,opengs.csv
10,67,5,3,7,15,trackit.csv
3,68,1,2,3,3,mpqc.csv
7,69,2,1,1,1,ambulant.csv
