,recall,precision,pf,cdom,bellwether
1,0.88,0.38,0.15,8.0,ninject.csv
12,0.5,0.53,0.03,1.0,emftriple.csv
15,0.32,0.4,0.29,12.0,unimrcp.csv
29,0.375,0.33,0.22,19.0,ktc.csv
50,0.43,0.595,0.43,4.0,adaptagrams.csv
56,0.27,0.72,0.28500000000000003,2.0,vapor.csv
60,0.32,0.485,0.24,8.0,codepurge.csv
11,1.0,1.0,1.0,0.0,atunes.csv
