,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.2,0.07,0.2,0.92,0.56,1.0,0.83
clamav.csv,0.25,0.17,0.31,0.79,0.95,0.47,0.78
k3b.csv,0.17,0.16,0.27,1.0,0.41,0.4,0.89
kindb.csv,0.17,0.09,0.33,0.86,0.6,0.42,1.0
pclasses.csv,1.0,0.5,0.0,0.64,0.0,0.24,0.71
re2c.csv,0.18,1.0,0.38,0.7,0.45,0.21,0.88
thrust.csv,0.0,0.21,0.94,0.82,0.45,0.49,0.92
