,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.07,0.25,0.26,0.04,0.11,0.0,0.12
clamav.csv,0.38,0.2,0.19,0.38,0.03,0.37,0.31
k3b.csv,0.43,0.53,0.47,0.0,0.61,0.56,0.25
kindb.csv,0.27,0.57,0.13,0.25,0.11,0.48,0.0
pclasses.csv,0.0,0.02,0.02,0.17,0.0,0.32,0.12
re2c.csv,0.16,0.0,0.11,0.33,0.17,0.18,0.06
thrust.csv,0.3,0.22,0.02,0.17,0.17,0.2,0.06
