,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.09,0.17,0.18,0.21,0.25,0.95,0.29
clamav.csv,0.64,0.33,0.24,0.57,1.0,0.82,0.53
k3b.csv,0.45,0.83,0.47,0.98,0.75,0.92,0.94
kindb.csv,0.27,0.5,0.18,0.64,0.3,0.87,0.97
pclasses.csv,1.0,0.17,0.0,0.12,0.0,0.25,0.15
re2c.csv,0.18,1.0,0.18,0.33,0.25,0.12,0.21
thrust.csv,0.0,0.5,0.88,0.31,0.25,0.47,0.32
