,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.91,0.87,0.86,0.79,0.76,0.05,0.72
clamav.csv,0.52,0.69,0.79,0.57,0.03,0.41,0.56
k3b.csv,0.69,0.56,0.71,0.02,0.66,0.57,0.26
kindb.csv,0.78,0.76,0.83,0.44,0.71,0.5,0.03
pclasses.csv,0.0,0.83,1.0,0.89,1.0,0.81,0.86
re2c.csv,0.83,0.0,0.83,0.75,0.77,0.9,0.8
thrust.csv,1.05,0.54,0.12,0.71,0.77,0.56,0.68
