,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.93,0.62,0.63,0.54,0.7,0.54,0.74
encog-java.csv,0.73,0.08,0.03,0.24,0.23,0.23,0.03
h2database.csv,0.66,0.64,0.11,0.68,0.27,0.38,0.12
haphazard.csv,0.32,0.28,0.63,0.23,0.2,0.54,0.17
jaql.csv,0.86,0.6,0.29,0.63,0.38,0.31,0.12
raven-monitoring.csv,0.73,0.42,0.63,0.39,0.08,0.69,0.36
v8.csv,0.11,0.47,0.77,0.6,0.8,0.54,0.84
